event_id,video_id,interaction_id,fusion_id,signature_id,start_frame,end_frame,duration_seconds,person_track_id,vehicle_track_id,location,decision,signature_score,confidence,matched_signature_name,behaviour_patterns,detected_actions,thumbnail_path,video_clip_path
EVT-SIG-6334BB39,1.mp4,INT-0001,FUSED-INT-0001,SIG-6334BB39,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-6334BB39.jpg,outputs/forensic_clips/event_EVT-SIG-6334BB39.avi
EVT-SIG-CF73A7BF,1.mp4,INT-0001,FUSED-INT-0001,SIG-CF73A7BF,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-CF73A7BF.jpg,outputs/forensic_clips/event_EVT-SIG-CF73A7BF.avi
EVT-SIG-5EC3B3D0,1.mp4,INT-0001,FUSED-INT-0001,SIG-5EC3B3D0,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-5EC3B3D0.jpg,outputs/forensic_clips/event_EVT-SIG-5EC3B3D0.avi
EVT-SIG-EA082C2F,1.mp4,INT-0001,FUSED-INT-0001,SIG-EA082C2F,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-EA082C2F.jpg,outputs/forensic_clips/event_EVT-SIG-EA082C2F.avi
EVT-SIG-18A52AEF,1.mp4,INT-0001,FUSED-INT-0001,SIG-18A52AEF,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-18A52AEF.jpg,outputs/forensic_clips/event_EVT-SIG-18A52AEF.avi
EVT-SIG-138564FC,1.mp4,INT-0001,FUSED-INT-0001,SIG-138564FC,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-138564FC.jpg,outputs/forensic_clips/event_EVT-SIG-138564FC.avi
EVT-SIG-6C59D431,1.mp4,INT-0001,FUSED-INT-0001,SIG-6C59D431,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-6C59D431.jpg,outputs/forensic_clips/event_EVT-SIG-6C59D431.avi
EVT-SIG-19237D8A,1.mp4,INT-0001,FUSED-INT-0001,SIG-19237D8A,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-19237D8A.jpg,outputs/forensic_clips/event_EVT-SIG-19237D8A.avi
EVT-SIG-2E7A743C,1.mp4,INT-0001,FUSED-INT-0001,SIG-2E7A743C,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-2E7A743C.jpg,outputs/forensic_clips/event_EVT-SIG-2E7A743C.avi
EVT-SIG-F67ABBD5,1.mp4,INT-0001,FUSED-INT-0001,SIG-F67ABBD5,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-F67ABBD5.jpg,outputs/forensic_clips/event_EVT-SIG-F67ABBD5.avi
EVT-SIG-ED9407FF,1.mp4,INT-0001,FUSED-INT-0001,SIG-ED9407FF,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-ED9407FF.jpg,outputs/forensic_clips/event_EVT-SIG-ED9407FF.avi
EVT-SIG-0C5209C4,1.mp4,INT-0001,FUSED-INT-0001,SIG-0C5209C4,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-0C5209C4.jpg,outputs/forensic_clips/event_EVT-SIG-0C5209C4.avi
EVT-SIG-91B57D0C,1.mp4,INT-0001,FUSED-INT-0001,SIG-91B57D0C,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-91B57D0C.jpg,outputs/forensic_clips/event_EVT-SIG-91B57D0C.avi
EVT-SIG-C7C24799,1.mp4,INT-0001,FUSED-INT-0001,SIG-C7C24799,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-C7C24799.jpg,outputs/forensic_clips/event_EVT-SIG-C7C24799.avi
EVT-SIG-D9A637D5,1.mp4,INT-0001,FUSED-INT-0001,SIG-D9A637D5,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-D9A637D5.jpg,outputs/forensic_clips/event_EVT-SIG-D9A637D5.avi
EVT-SIG-D6B3E0AE,1.mp4,INT-0001,FUSED-INT-0001,SIG-D6B3E0AE,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-D6B3E0AE.jpg,outputs/forensic_clips/event_EVT-SIG-D6B3E0AE.avi
EVT-SIG-1B591D62,1.mp4,INT-0001,FUSED-INT-0001,SIG-1B591D62,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-1B591D62.jpg,outputs/forensic_clips/event_EVT-SIG-1B591D62.avi
EVT-SIG-82399369,1.mp4,INT-0001,FUSED-INT-0001,SIG-82399369,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-82399369.jpg,outputs/forensic_clips/event_EVT-SIG-82399369.avi
EVT-SIG-CC35B3B6,1.mp4,INT-0001,FUSED-INT-0001,SIG-CC35B3B6,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-CC35B3B6.jpg,outputs/forensic_clips/event_EVT-SIG-CC35B3B6.avi
EVT-SIG-A388BA5B,1.mp4,INT-0001,FUSED-INT-0001,SIG-A388BA5B,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-A388BA5B.jpg,outputs/forensic_clips/event_EVT-SIG-A388BA5B.avi
EVT-SIG-E28A9BDD,1.mp4,INT-0001,FUSED-INT-0001,SIG-E28A9BDD,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-E28A9BDD.jpg,outputs/forensic_clips/event_EVT-SIG-E28A9BDD.avi
EVT-SIG-ECA76223,1.mp4,INT-0001,FUSED-INT-0001,SIG-ECA76223,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-ECA76223.jpg,outputs/forensic_clips/event_EVT-SIG-ECA76223.avi
EVT-SIG-FB385007,1.mp4,INT-0001,FUSED-INT-0001,SIG-FB385007,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-FB385007.jpg,outputs/forensic_clips/event_EVT-SIG-FB385007.avi
EVT-SIG-1DD03132,1.mp4,INT-0001,FUSED-INT-0001,SIG-1DD03132,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-1DD03132.jpg,outputs/forensic_clips/event_EVT-SIG-1DD03132.avi
EVT-SIG-01BD7A83,1.mp4,INT-0001,FUSED-INT-0001,SIG-01BD7A83,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-01BD7A83.jpg,outputs/forensic_clips/event_EVT-SIG-01BD7A83.avi
EVT-SIG-13204C72,1.mp4,INT-0001,FUSED-INT-0001,SIG-13204C72,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-13204C72.jpg,outputs/forensic_clips/event_EVT-SIG-13204C72.avi
EVT-SIG-8116535E,1.mp4,INT-0001,FUSED-INT-0001,SIG-8116535E,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-8116535E.jpg,outputs/forensic_clips/event_EVT-SIG-8116535E.avi
EVT-SIG-4DC59162,1.mp4,INT-0001,FUSED-INT-0001,SIG-4DC59162,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-4DC59162.jpg,outputs/forensic_clips/event_EVT-SIG-4DC59162.avi
EVT-SIG-CBADBA07,1.mp4,INT-0001,FUSED-INT-0001,SIG-CBADBA07,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-CBADBA07.jpg,outputs/forensic_clips/event_EVT-SIG-CBADBA07.avi
EVT-SIG-DB10024A,1.mp4,INT-0001,FUSED-INT-0001,SIG-DB10024A,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-DB10024A.jpg,outputs/forensic_clips/event_EVT-SIG-DB10024A.avi
EVT-SIG-34908853,1.mp4,INT-0001,FUSED-INT-0001,SIG-34908853,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-34908853.jpg,outputs/forensic_clips/event_EVT-SIG-34908853.avi
EVT-SIG-C92D185D,1.mp4,INT-0001,FUSED-INT-0001,SIG-C92D185D,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-C92D185D.jpg,outputs/forensic_clips/event_EVT-SIG-C92D185D.avi
EVT-SIG-0FF4A39E,1.mp4,INT-0001,FUSED-INT-0001,SIG-0FF4A39E,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-0FF4A39E.jpg,outputs/forensic_clips/event_EVT-SIG-0FF4A39E.avi
EVT-SIG-D6E232B8,1.mp4,INT-0001,FUSED-INT-0001,SIG-D6E232B8,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-D6E232B8.jpg,outputs/forensic_clips/event_EVT-SIG-D6E232B8.avi
EVT-SIG-A23713BC,1.mp4,INT-0001,FUSED-INT-0001,SIG-A23713BC,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-A23713BC.jpg,outputs/forensic_clips/event_EVT-SIG-A23713BC.avi
EVT-SIG-C57EAD01,1.mp4,INT-0001,FUSED-INT-0001,SIG-C57EAD01,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-C57EAD01.jpg,outputs/forensic_clips/event_EVT-SIG-C57EAD01.avi
EVT-SIG-55090E0B,1.mp4,INT-0001,FUSED-INT-0001,SIG-55090E0B,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-55090E0B.jpg,outputs/forensic_clips/event_EVT-SIG-55090E0B.avi
EVT-SIG-4B5571C2,1.mp4,INT-0001,FUSED-INT-0001,SIG-4B5571C2,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-4B5571C2.jpg,outputs/forensic_clips/event_EVT-SIG-4B5571C2.avi
EVT-SIG-74FEDAFD,1.mp4,INT-0001,FUSED-INT-0001,SIG-74FEDAFD,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-74FEDAFD.jpg,outputs/forensic_clips/event_EVT-SIG-74FEDAFD.avi
EVT-SIG-FCA57511,1.mp4,INT-0001,FUSED-INT-0001,SIG-FCA57511,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-FCA57511.jpg,outputs/forensic_clips/event_EVT-SIG-FCA57511.avi
EVT-SIG-EAF15A1C,1.mp4,INT-0001,FUSED-INT-0001,SIG-EAF15A1C,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-EAF15A1C.jpg,outputs/forensic_clips/event_EVT-SIG-EAF15A1C.avi
EVT-SIG-17C9223D,1.mp4,INT-0001,FUSED-INT-0001,SIG-17C9223D,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-17C9223D.jpg,outputs/forensic_clips/event_EVT-SIG-17C9223D.avi
EVT-SIG-C2F43C0E,1.mp4,INT-0001,FUSED-INT-0001,SIG-C2F43C0E,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-C2F43C0E.jpg,outputs/forensic_clips/event_EVT-SIG-C2F43C0E.avi
EVT-SIG-8AF8E9D4,1.mp4,INT-0001,FUSED-INT-0001,SIG-8AF8E9D4,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-8AF8E9D4.jpg,outputs/forensic_clips/event_EVT-SIG-8AF8E9D4.avi
EVT-SIG-A20917B8,1.mp4,INT-0001,FUSED-INT-0001,SIG-A20917B8,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-A20917B8.jpg,outputs/forensic_clips/event_EVT-SIG-A20917B8.avi
EVT-SIG-79484932,1.mp4,INT-0001,FUSED-INT-0001,SIG-79484932,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-79484932.jpg,outputs/forensic_clips/event_EVT-SIG-79484932.avi
EVT-SIG-0627219F,1.mp4,INT-0001,FUSED-INT-0001,SIG-0627219F,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-0627219F.jpg,outputs/forensic_clips/event_EVT-SIG-0627219F.avi
EVT-SIG-66B11A1E,1.mp4,INT-0001,FUSED-INT-0001,SIG-66B11A1E,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-66B11A1E.jpg,outputs/forensic_clips/event_EVT-SIG-66B11A1E.avi
EVT-SIG-5CEF31C1,1.mp4,INT-0001,FUSED-INT-0001,SIG-5CEF31C1,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-5CEF31C1.jpg,outputs/forensic_clips/event_EVT-SIG-5CEF31C1.avi
EVT-SIG-74DF4C93,1.mp4,INT-0001,FUSED-INT-0001,SIG-74DF4C93,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-74DF4C93.jpg,outputs/forensic_clips/event_EVT-SIG-74DF4C93.avi
EVT-SIG-74F1419E,1.mp4,INT-0001,FUSED-INT-0001,SIG-74F1419E,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-74F1419E.jpg,outputs/forensic_clips/event_EVT-SIG-74F1419E.avi
EVT-SIG-A370D764,1.mp4,INT-0001,FUSED-INT-0001,SIG-A370D764,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-A370D764.jpg,outputs/forensic_clips/event_EVT-SIG-A370D764.avi
EVT-SIG-B9CFB00F,1.mp4,INT-0001,FUSED-INT-0001,SIG-B9CFB00F,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-B9CFB00F.jpg,outputs/forensic_clips/event_EVT-SIG-B9CFB00F.avi
EVT-SIG-9A3F8AA2,1.mp4,INT-0001,FUSED-INT-0001,SIG-9A3F8AA2,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-9A3F8AA2.jpg,outputs/forensic_clips/event_EVT-SIG-9A3F8AA2.avi
EVT-SIG-6ECAA82C,1.mp4,INT-0001,FUSED-INT-0001,SIG-6ECAA82C,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-6ECAA82C.jpg,outputs/forensic_clips/event_EVT-SIG-6ECAA82C.avi
EVT-SIG-434F460C,1.mp4,INT-0001,FUSED-INT-0001,SIG-434F460C,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-434F460C.jpg,outputs/forensic_clips/event_EVT-SIG-434F460C.avi
EVT-SIG-46A1DF04,1.mp4,INT-0001,FUSED-INT-0001,SIG-46A1DF04,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-46A1DF04.jpg,outputs/forensic_clips/event_EVT-SIG-46A1DF04.avi
EVT-SIG-45F37306,1.mp4,INT-0001,FUSED-INT-0001,SIG-45F37306,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-45F37306.jpg,outputs/forensic_clips/event_EVT-SIG-45F37306.avi
EVT-SIG-6DBD6F3B,1.mp4,INT-0001,FUSED-INT-0001,SIG-6DBD6F3B,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-6DBD6F3B.jpg,outputs/forensic_clips/event_EVT-SIG-6DBD6F3B.avi
EVT-SIG-DA94A403,1.mp4,INT-0001,FUSED-INT-0001,SIG-DA94A403,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-DA94A403.jpg,outputs/forensic_clips/event_EVT-SIG-DA94A403.avi
EVT-SIG-5C571FF2,1.mp4,INT-0001,FUSED-INT-0001,SIG-5C571FF2,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-5C571FF2.jpg,outputs/forensic_clips/event_EVT-SIG-5C571FF2.avi
EVT-SIG-D9C73734,1.mp4,INT-0001,FUSED-INT-0001,SIG-D9C73734,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-D9C73734.jpg,outputs/forensic_clips/event_EVT-SIG-D9C73734.avi
EVT-SIG-4349D8E7,1.mp4,INT-0001,FUSED-INT-0001,SIG-4349D8E7,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-4349D8E7.jpg,outputs/forensic_clips/event_EVT-SIG-4349D8E7.avi
EVT-SIG-383DED3F,1.mp4,INT-0001,FUSED-INT-0001,SIG-383DED3F,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-383DED3F.jpg,outputs/forensic_clips/event_EVT-SIG-383DED3F.avi
EVT-SIG-E9407C2D,1.mp4,INT-0001,FUSED-INT-0001,SIG-E9407C2D,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-E9407C2D.jpg,outputs/forensic_clips/event_EVT-SIG-E9407C2D.avi
EVT-SIG-AE7FC70B,1.mp4,INT-0001,FUSED-INT-0001,SIG-AE7FC70B,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-AE7FC70B.jpg,outputs/forensic_clips/event_EVT-SIG-AE7FC70B.avi
EVT-SIG-51BF716A,1.mp4,INT-0001,FUSED-INT-0001,SIG-51BF716A,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-51BF716A.jpg,outputs/forensic_clips/event_EVT-SIG-51BF716A.avi
EVT-SIG-6A40B928,1.mp4,INT-0001,FUSED-INT-0001,SIG-6A40B928,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-6A40B928.jpg,outputs/forensic_clips/event_EVT-SIG-6A40B928.avi
EVT-SIG-B09A85F3,1.mp4,INT-0001,FUSED-INT-0001,SIG-B09A85F3,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-B09A85F3.jpg,outputs/forensic_clips/event_EVT-SIG-B09A85F3.avi
EVT-SIG-87ECCAD4,1.mp4,INT-0001,FUSED-INT-0001,SIG-87ECCAD4,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-87ECCAD4.jpg,outputs/forensic_clips/event_EVT-SIG-87ECCAD4.avi
EVT-SIG-97EAF878,1.mp4,INT-0001,FUSED-INT-0001,SIG-97EAF878,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-97EAF878.jpg,outputs/forensic_clips/event_EVT-SIG-97EAF878.avi
EVT-SIG-76CA5775,1.mp4,INT-0001,FUSED-INT-0001,SIG-76CA5775,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-76CA5775.jpg,outputs/forensic_clips/event_EVT-SIG-76CA5775.avi
EVT-SIG-DE6E02EF,1.mp4,INT-0001,FUSED-INT-0001,SIG-DE6E02EF,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-DE6E02EF.jpg,outputs/forensic_clips/event_EVT-SIG-DE6E02EF.avi
EVT-SIG-EAAF84D1,1.mp4,INT-0001,FUSED-INT-0001,SIG-EAAF84D1,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-EAAF84D1.jpg,outputs/forensic_clips/event_EVT-SIG-EAAF84D1.avi
EVT-SIG-DCFB6001,1.mp4,INT-0001,FUSED-INT-0001,SIG-DCFB6001,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-DCFB6001.jpg,outputs/forensic_clips/event_EVT-SIG-DCFB6001.avi
EVT-SIG-7F80BAF9,1.mp4,INT-0001,FUSED-INT-0001,SIG-7F80BAF9,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-7F80BAF9.jpg,outputs/forensic_clips/event_EVT-SIG-7F80BAF9.avi
EVT-SIG-5DEE93FA,1.mp4,INT-0001,FUSED-INT-0001,SIG-5DEE93FA,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-5DEE93FA.jpg,outputs/forensic_clips/event_EVT-SIG-5DEE93FA.avi
EVT-SIG-443A97AA,1.mp4,INT-0001,FUSED-INT-0001,SIG-443A97AA,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-443A97AA.jpg,outputs/forensic_clips/event_EVT-SIG-443A97AA.avi
EVT-SIG-C8DDB8AB,1.mp4,INT-0001,FUSED-INT-0001,SIG-C8DDB8AB,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-C8DDB8AB.jpg,outputs/forensic_clips/event_EVT-SIG-C8DDB8AB.avi
EVT-SIG-E1EDF409,1.mp4,INT-0001,FUSED-INT-0001,SIG-E1EDF409,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-E1EDF409.jpg,outputs/forensic_clips/event_EVT-SIG-E1EDF409.avi
EVT-SIG-EAB627F5,1.mp4,INT-0001,FUSED-INT-0001,SIG-EAB627F5,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-EAB627F5.jpg,outputs/forensic_clips/event_EVT-SIG-EAB627F5.avi
EVT-SIG-023848CD,1.mp4,INT-0001,FUSED-INT-0001,SIG-023848CD,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-023848CD.jpg,outputs/forensic_clips/event_EVT-SIG-023848CD.avi
EVT-SIG-637E100D,1.mp4,INT-0001,FUSED-INT-0001,SIG-637E100D,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-637E100D.jpg,outputs/forensic_clips/event_EVT-SIG-637E100D.avi
EVT-SIG-E23E542C,1.mp4,INT-0001,FUSED-INT-0001,SIG-E23E542C,44,44,0.033,-1,-1,Camera 1,No Match,0.0,0.0,StandardMotorcycleSnatch,,,outputs\forensic_thumbnails/thumb_EVT-SIG-E23E542C.jpg,outputs/forensic_clips/event_EVT-SIG-E23E542C.avi
