sample_id,roi_id,interaction_id,frame_index,timestamp,track_id,backend_name,topology,num_keypoints,overall_confidence,quality_score,processing_time_ms
SMP-INT-0004-353,ROI-INT-0004,INT-0004,353,11.778,3,MediaPipe,COCO_17,17,0.7002,0.5354,25.97
SMP-INT-0004-354,ROI-INT-0004,INT-0004,354,11.812,3,MediaPipe,COCO_17,17,0.7137,0.5878,28.3
SMP-INT-0004-355,ROI-INT-0004,INT-0004,355,11.845,3,MediaPipe,COCO_17,17,0.7506,0.7064,25.91
SMP-INT-0004-356,ROI-INT-0004,INT-0004,356,11.879,3,MediaPipe,COCO_17,17,0.6324,0.4464,25.71
SMP-INT-0004-357,ROI-INT-0004,INT-0004,357,11.912,3,MediaPipe,COCO_17,17,0.6783,0.5187,25.99
SMP-INT-0004-358,ROI-INT-0004,INT-0004,358,11.945,3,MediaPipe,COCO_17,17,0.6946,0.6129,26.94
SMP-INT-0004-359,ROI-INT-0004,INT-0004,359,11.979,3,MediaPipe,COCO_17,17,0.6884,0.5669,26.09
SMP-INT-0004-360,ROI-INT-0004,INT-0004,360,12.012,3,MediaPipe,COCO_17,17,0.7245,0.554,27.24
SMP-INT-0004-361,ROI-INT-0004,INT-0004,361,12.045,3,MediaPipe,COCO_17,17,0.7491,0.5729,25.68
SMP-INT-0004-362,ROI-INT-0004,INT-0004,362,12.079,3,MediaPipe,COCO_17,17,0.7754,0.6842,27.12
SMP-INT-0004-363,ROI-INT-0004,INT-0004,363,12.112,3,MediaPipe,COCO_17,17,0.7298,0.5581,25.88
SMP-INT-0004-364,ROI-INT-0004,INT-0004,364,12.145,3,MediaPipe,COCO_17,17,0.8039,0.7566,28.15
SMP-INT-0004-365,ROI-INT-0004,INT-0004,365,12.179,3,MediaPipe,COCO_17,17,0.7459,0.6142,25.96
SMP-INT-0004-366,ROI-INT-0004,INT-0004,366,12.212,3,MediaPipe,COCO_17,17,0.7198,0.5504,26.37
SMP-INT-0004-367,ROI-INT-0004,INT-0004,367,12.246,3,MediaPipe,COCO_17,17,0.7571,0.668,26.17
SMP-INT-0004-368,ROI-INT-0004,INT-0004,368,12.279,3,MediaPipe,COCO_17,17,0.7449,0.6572,26.61
SMP-INT-0004-369,ROI-INT-0004,INT-0004,369,12.312,3,MediaPipe,COCO_17,17,0.7637,0.6739,27.23
SMP-INT-0004-370,ROI-INT-0004,INT-0004,370,12.346,3,MediaPipe,COCO_17,17,0.7113,0.5439,25.75
SMP-INT-0004-371,ROI-INT-0004,INT-0004,371,12.379,3,MediaPipe,COCO_17,17,0.7678,0.7226,27.77
SMP-INT-0004-372,ROI-INT-0004,INT-0004,372,12.412,3,MediaPipe,COCO_17,17,0.7502,0.662,27.17
SMP-INT-0004-373,ROI-INT-0004,INT-0004,373,12.446,3,MediaPipe,COCO_17,17,0.7748,0.6837,26.43
SMP-INT-0004-374,ROI-INT-0004,INT-0004,374,12.479,3,MediaPipe,COCO_17,17,0.7681,0.6777,31.94
SMP-INT-0004-375,ROI-INT-0004,INT-0004,375,12.513,3,MediaPipe,COCO_17,17,0.7902,0.6972,27.53
SMP-INT-0004-376,ROI-INT-0004,INT-0004,376,12.546,3,MediaPipe,COCO_17,17,0.7774,0.686,28.63
SMP-INT-0004-377,ROI-INT-0004,INT-0004,377,12.579,3,MediaPipe,COCO_17,17,0.7414,0.6105,26.66
SMP-INT-0004-378,ROI-INT-0004,INT-0004,378,12.613,3,MediaPipe,COCO_17,17,0.7438,0.6563,33.58
SMP-INT-0004-379,ROI-INT-0004,INT-0004,379,12.646,3,MediaPipe,COCO_17,17,0.5,0.5,11.82
SMP-INT-0004-380,ROI-INT-0004,INT-0004,380,12.679,3,MediaPipe,COCO_17,17,0.5,0.5,13.9
SMP-INT-0004-381,ROI-INT-0004,INT-0004,381,12.713,3,MediaPipe,COCO_17,17,0.8054,0.7106,26.83
SMP-INT-0004-382,ROI-INT-0004,INT-0004,382,12.746,3,MediaPipe,COCO_17,17,0.7831,0.6449,25.46
SMP-INT-0004-383,ROI-INT-0004,INT-0004,383,12.779,3,MediaPipe,COCO_17,17,0.5,0.5,12.59
SMP-INT-0004-384,ROI-INT-0004,INT-0004,384,12.813,3,MediaPipe,COCO_17,17,0.8085,0.7609,33.83
SMP-INT-0004-385,ROI-INT-0004,INT-0004,385,12.846,3,MediaPipe,COCO_17,17,0.8119,0.7164,28.56
SMP-INT-0004-386,ROI-INT-0004,INT-0004,386,12.88,3,MediaPipe,COCO_17,17,0.5,0.5,10.79
SMP-INT-0004-387,ROI-INT-0004,INT-0004,387,12.913,3,MediaPipe,COCO_17,17,0.8106,0.7629,27.52
SMP-INT-0004-388,ROI-INT-0004,INT-0004,388,12.946,3,MediaPipe,COCO_17,17,0.7253,0.5973,31.4
SMP-INT-0004-389,ROI-INT-0004,INT-0004,389,12.98,3,MediaPipe,COCO_17,17,0.5,0.5,11.67
SMP-INT-0004-390,ROI-INT-0004,INT-0004,390,13.013,3,MediaPipe,COCO_17,17,0.5,0.5,13.91
SMP-INT-0004-391,ROI-INT-0004,INT-0004,391,13.046,3,MediaPipe,COCO_17,17,0.5,0.5,11.16
SMP-INT-0004-392,ROI-INT-0004,INT-0004,392,13.08,3,MediaPipe,COCO_17,17,0.5,0.5,11.56
SMP-INT-0004-393,ROI-INT-0004,INT-0004,393,13.113,3,MediaPipe,COCO_17,17,0.5,0.5,11.95
SMP-INT-0004-394,ROI-INT-0004,INT-0004,394,13.146,3,MediaPipe,COCO_17,17,0.5,0.5,11.42
SMP-INT-0004-395,ROI-INT-0004,INT-0004,395,13.18,3,MediaPipe,COCO_17,17,0.749,0.5727,27.02
SMP-INT-0004-396,ROI-INT-0004,INT-0004,396,13.213,3,MediaPipe,COCO_17,17,0.5,0.5,11.38
SMP-INT-0004-397,ROI-INT-0004,INT-0004,397,13.247,3,MediaPipe,COCO_17,17,0.5,0.5,11.42
SMP-INT-0004-398,ROI-INT-0004,INT-0004,398,13.28,3,MediaPipe,COCO_17,17,0.5,0.5,11.95
SMP-INT-0004-399,ROI-INT-0004,INT-0004,399,13.313,3,MediaPipe,COCO_17,17,0.5,0.5,11.05
SMP-INT-0004-400,ROI-INT-0004,INT-0004,400,13.347,3,MediaPipe,COCO_17,17,0.8066,0.7117,27.0
SMP-INT-0004-401,ROI-INT-0004,INT-0004,401,13.38,3,MediaPipe,COCO_17,17,0.7752,0.684,31.58
SMP-INT-0004-402,ROI-INT-0004,INT-0004,402,13.413,3,MediaPipe,COCO_17,17,0.7919,0.6988,27.29
SMP-INT-0004-403,ROI-INT-0004,INT-0004,403,13.447,3,MediaPipe,COCO_17,17,0.8117,0.7162,28.66
SMP-INT-0004-404,ROI-INT-0004,INT-0004,404,13.48,3,MediaPipe,COCO_17,17,0.8152,0.7193,27.21
SMP-INT-0004-405,ROI-INT-0004,INT-0004,405,13.514,3,MediaPipe,COCO_17,17,0.7754,0.6842,29.45
SMP-INT-0004-406,ROI-INT-0004,INT-0004,406,13.547,3,MediaPipe,COCO_17,17,0.7866,0.6478,27.69
SMP-INT-0004-407,ROI-INT-0004,INT-0004,407,13.58,3,MediaPipe,COCO_17,17,0.7889,0.6497,28.52
SMP-INT-0004-408,ROI-INT-0004,INT-0004,408,13.614,3,MediaPipe,COCO_17,17,0.7804,0.6427,30.8
SMP-INT-0004-409,ROI-INT-0004,INT-0004,409,13.647,3,MediaPipe,COCO_17,17,0.7802,0.6425,29.3
SMP-INT-0004-410,ROI-INT-0004,INT-0004,410,13.68,3,MediaPipe,COCO_17,17,0.7765,0.6395,26.71
SMP-INT-0004-411,ROI-INT-0004,INT-0004,411,13.714,3,MediaPipe,COCO_17,17,0.795,0.7015,27.26
SMP-INT-0004-412,ROI-INT-0004,INT-0004,412,13.747,3,MediaPipe,COCO_17,17,0.7948,0.7013,25.49
SMP-INT-0004-413,ROI-INT-0004,INT-0004,413,13.78,3,MediaPipe,COCO_17,17,0.8228,0.726,28.21
SMP-INT-0004-414,ROI-INT-0004,INT-0004,414,13.814,3,MediaPipe,COCO_17,17,0.7785,0.6411,28.93
SMP-INT-0004-415,ROI-INT-0004,INT-0004,415,13.847,3,MediaPipe,COCO_17,17,0.8199,0.7234,27.89
SMP-INT-0004-416,ROI-INT-0004,INT-0004,416,13.881,3,MediaPipe,COCO_17,17,0.8005,0.6593,26.74
SMP-INT-0004-417,ROI-INT-0004,INT-0004,417,13.914,3,MediaPipe,COCO_17,17,0.5,0.5,13.23
SMP-INT-0004-418,ROI-INT-0004,INT-0004,418,13.947,3,MediaPipe,COCO_17,17,0.5,0.5,12.47
SMP-INT-0004-419,ROI-INT-0004,INT-0004,419,13.981,3,MediaPipe,COCO_17,17,0.5,0.5,29.16
SMP-INT-0004-420,ROI-INT-0004,INT-0004,420,14.014,3,MediaPipe,COCO_17,17,0.6397,0.4139,26.1
SMP-INT-0004-421,ROI-INT-0004,INT-0004,421,14.047,3,MediaPipe,COCO_17,17,0.7766,0.6395,34.11
SMP-INT-0004-422,ROI-INT-0004,INT-0004,422,14.081,3,MediaPipe,COCO_17,17,0.7635,0.6288,30.01
SMP-INT-0004-423,ROI-INT-0004,INT-0004,423,14.114,3,MediaPipe,COCO_17,17,0.5,0.5,13.61
SMP-INT-0004-424,ROI-INT-0004,INT-0004,424,14.147,3,MediaPipe,COCO_17,17,0.5,0.5,30.94
SMP-INT-0004-425,ROI-INT-0004,INT-0004,425,14.181,3,MediaPipe,COCO_17,17,0.7799,0.6423,32.07
SMP-INT-0004-426,ROI-INT-0004,INT-0004,426,14.214,3,MediaPipe,COCO_17,17,0.5,0.5,26.71
SMP-INT-0004-427,ROI-INT-0004,INT-0004,427,14.248,3,MediaPipe,COCO_17,17,0.5,0.5,13.34
SMP-INT-0004-428,ROI-INT-0004,INT-0004,428,14.281,3,MediaPipe,COCO_17,17,0.7513,0.5745,28.16
SMP-INT-0004-429,ROI-INT-0004,INT-0004,429,14.314,3,MediaPipe,COCO_17,17,0.6433,0.3784,31.97
SMP-INT-0004-430,ROI-INT-0004,INT-0004,430,14.348,3,MediaPipe,COCO_17,17,0.5,0.5,27.93
SMP-INT-0004-431,ROI-INT-0004,INT-0004,431,14.381,3,MediaPipe,COCO_17,17,0.7117,0.5442,36.13
SMP-INT-0004-432,ROI-INT-0004,INT-0004,432,14.414,3,MediaPipe,COCO_17,17,0.783,0.6448,26.14
SMP-INT-0004-433,ROI-INT-0004,INT-0004,433,14.448,3,MediaPipe,COCO_17,17,0.7655,0.6304,30.95
SMP-INT-0004-434,ROI-INT-0004,INT-0004,434,14.481,3,MediaPipe,COCO_17,17,0.5,0.5,15.44
SMP-INT-0004-435,ROI-INT-0004,INT-0004,435,14.514,3,MediaPipe,COCO_17,17,0.7237,0.6386,30.17
SMP-INT-0004-436,ROI-INT-0004,INT-0004,436,14.548,3,MediaPipe,COCO_17,17,0.5,0.5,26.79
SMP-INT-0004-437,ROI-INT-0004,INT-0004,437,14.581,3,MediaPipe,COCO_17,17,0.7406,0.5664,29.49
SMP-INT-0004-438,ROI-INT-0004,INT-0004,438,14.615,3,MediaPipe,COCO_17,17,0.5,0.5,14.12
SMP-INT-0004-439,ROI-INT-0004,INT-0004,439,14.648,3,MediaPipe,COCO_17,17,0.5,0.5,12.39
SMP-INT-0004-440,ROI-INT-0004,INT-0004,440,14.681,3,MediaPipe,COCO_17,17,0.5,0.5,12.42
SMP-INT-0004-441,ROI-INT-0004,INT-0004,441,14.715,3,MediaPipe,COCO_17,17,0.5,0.5,12.13
SMP-INT-0004-442,ROI-INT-0004,INT-0004,442,14.748,3,MediaPipe,COCO_17,17,0.5,0.5,31.03
SMP-INT-0004-443,ROI-INT-0004,INT-0004,443,14.781,3,MediaPipe,COCO_17,17,0.5,0.5,11.26
SMP-INT-0004-444,ROI-INT-0004,INT-0004,444,14.815,3,MediaPipe,COCO_17,17,0.5,0.5,12.73
SMP-INT-0004-445,ROI-INT-0004,INT-0004,445,14.848,3,MediaPipe,COCO_17,17,0.5,0.5,14.19
SMP-INT-0004-446,ROI-INT-0004,INT-0004,446,14.882,3,MediaPipe,COCO_17,17,0.5,0.5,11.61
SMP-INT-0004-447,ROI-INT-0004,INT-0004,447,14.915,3,MediaPipe,COCO_17,17,0.5,0.5,11.62
SMP-INT-0004-448,ROI-INT-0004,INT-0004,448,14.948,3,MediaPipe,COCO_17,17,0.5,0.5,11.21
SMP-INT-0004-449,ROI-INT-0004,INT-0004,449,14.982,3,MediaPipe,COCO_17,17,0.5,0.5,11.97
SMP-INT-0004-450,ROI-INT-0004,INT-0004,450,15.015,3,MediaPipe,COCO_17,17,0.5,0.5,11.32
SMP-INT-0004-451,ROI-INT-0004,INT-0004,451,15.048,3,MediaPipe,COCO_17,17,0.5,0.5,14.37
SMP-INT-0019-451,ROI-INT-0019,INT-0019,451,15.048,4,MediaPipe,COCO_17,17,0.7644,0.5845,31.33
SMP-INT-0004-452,ROI-INT-0004,INT-0004,452,15.082,3,MediaPipe,COCO_17,17,0.5,0.5,11.1
SMP-INT-0019-452,ROI-INT-0019,INT-0019,452,15.082,4,MediaPipe,COCO_17,17,0.7648,0.5848,28.75
SMP-INT-0004-453,ROI-INT-0004,INT-0004,453,15.115,3,MediaPipe,COCO_17,17,0.5,0.5,14.99
SMP-INT-0019-453,ROI-INT-0019,INT-0019,453,15.115,4,MediaPipe,COCO_17,17,0.764,0.5842,34.81
SMP-INT-0004-454,ROI-INT-0004,INT-0004,454,15.148,3,MediaPipe,COCO_17,17,0.5,0.5,13.48
SMP-INT-0019-454,ROI-INT-0019,INT-0019,454,15.148,4,MediaPipe,COCO_17,17,0.7661,0.5859,28.49
SMP-INT-0004-455,ROI-INT-0004,INT-0004,455,15.182,3,MediaPipe,COCO_17,17,0.5,0.5,13.18
SMP-INT-0019-455,ROI-INT-0019,INT-0019,455,15.182,4,MediaPipe,COCO_17,17,0.7676,0.587,25.97
SMP-INT-0004-456,ROI-INT-0004,INT-0004,456,15.215,3,MediaPipe,COCO_17,17,0.5,0.5,10.83
SMP-INT-0019-456,ROI-INT-0019,INT-0019,456,15.215,4,MediaPipe,COCO_17,17,0.7689,0.588,25.82
SMP-INT-0004-457,ROI-INT-0004,INT-0004,457,15.249,3,MediaPipe,COCO_17,17,0.5,0.5,12.63
SMP-INT-0019-457,ROI-INT-0019,INT-0019,457,15.249,4,MediaPipe,COCO_17,17,0.7633,0.5837,27.3
SMP-INT-0004-458,ROI-INT-0004,INT-0004,458,15.282,3,MediaPipe,COCO_17,17,0.5,0.5,10.68
SMP-INT-0019-458,ROI-INT-0019,INT-0019,458,15.282,4,MediaPipe,COCO_17,17,0.7555,0.5778,25.82
SMP-INT-0004-459,ROI-INT-0004,INT-0004,459,15.315,3,MediaPipe,COCO_17,17,0.5,0.5,11.14
SMP-INT-0019-459,ROI-INT-0019,INT-0019,459,15.315,4,MediaPipe,COCO_17,17,0.7474,0.5715,27.17
SMP-INT-0004-460,ROI-INT-0004,INT-0004,460,15.349,3,MediaPipe,COCO_17,17,0.5,0.5,11.42
SMP-INT-0019-460,ROI-INT-0019,INT-0019,460,15.349,4,MediaPipe,COCO_17,17,0.7513,0.5745,30.99
SMP-INT-0004-461,ROI-INT-0004,INT-0004,461,15.382,3,MediaPipe,COCO_17,17,0.5,0.5,14.91
SMP-INT-0019-461,ROI-INT-0019,INT-0019,461,15.382,4,MediaPipe,COCO_17,17,0.7542,0.5768,31.48
SMP-INT-0004-462,ROI-INT-0004,INT-0004,462,15.415,3,MediaPipe,COCO_17,17,0.5,0.5,11.17
SMP-INT-0019-462,ROI-INT-0019,INT-0019,462,15.415,4,MediaPipe,COCO_17,17,0.704,0.5383,25.55
SMP-INT-0004-463,ROI-INT-0004,INT-0004,463,15.449,3,MediaPipe,COCO_17,17,0.5,0.5,12.75
SMP-INT-0019-463,ROI-INT-0019,INT-0019,463,15.449,4,MediaPipe,COCO_17,17,0.6524,0.4221,32.9
SMP-INT-0004-464,ROI-INT-0004,INT-0004,464,15.482,3,MediaPipe,COCO_17,17,0.5,0.5,13.11
SMP-INT-0019-464,ROI-INT-0019,INT-0019,464,15.482,4,MediaPipe,COCO_17,17,0.6606,0.4275,27.38
SMP-INT-0004-465,ROI-INT-0004,INT-0004,465,15.515,3,MediaPipe,COCO_17,17,0.5,0.5,15.14
SMP-INT-0019-465,ROI-INT-0019,INT-0019,465,15.515,4,MediaPipe,COCO_17,17,0.5,0.5,14.39
SMP-INT-0004-466,ROI-INT-0004,INT-0004,466,15.549,3,MediaPipe,COCO_17,17,0.5,0.5,11.44
SMP-INT-0019-466,ROI-INT-0019,INT-0019,466,15.549,4,MediaPipe,COCO_17,17,0.5,0.5,10.97
SMP-INT-0004-467,ROI-INT-0004,INT-0004,467,15.582,3,MediaPipe,COCO_17,17,0.5,0.5,14.33
SMP-INT-0019-467,ROI-INT-0019,INT-0019,467,15.582,4,MediaPipe,COCO_17,17,0.5,0.5,14.68
SMP-INT-0004-468,ROI-INT-0004,INT-0004,468,15.616,3,MediaPipe,COCO_17,17,0.5,0.5,11.28
SMP-INT-0019-468,ROI-INT-0019,INT-0019,468,15.616,4,MediaPipe,COCO_17,17,0.5,0.5,14.39
SMP-INT-0004-469,ROI-INT-0004,INT-0004,469,15.649,3,MediaPipe,COCO_17,17,0.5,0.5,14.25
SMP-INT-0019-469,ROI-INT-0019,INT-0019,469,15.649,4,MediaPipe,COCO_17,17,0.5,0.5,13.05
SMP-INT-0004-470,ROI-INT-0004,INT-0004,470,15.682,3,MediaPipe,COCO_17,17,0.5,0.5,11.37
SMP-INT-0019-470,ROI-INT-0019,INT-0019,470,15.682,4,MediaPipe,COCO_17,17,0.5,0.5,10.62
SMP-INT-0004-471,ROI-INT-0004,INT-0004,471,15.716,3,MediaPipe,COCO_17,17,0.5,0.5,11.88
SMP-INT-0019-471,ROI-INT-0019,INT-0019,471,15.716,4,MediaPipe,COCO_17,17,0.585,0.3786,28.1
SMP-INT-0004-472,ROI-INT-0004,INT-0004,472,15.749,3,MediaPipe,COCO_17,17,0.5,0.5,11.82
SMP-INT-0019-472,ROI-INT-0019,INT-0019,472,15.749,4,MediaPipe,COCO_17,17,0.8309,0.7332,27.29
SMP-INT-0004-473,ROI-INT-0004,INT-0004,473,15.782,3,MediaPipe,COCO_17,17,0.5,0.5,12.07
SMP-INT-0019-473,ROI-INT-0019,INT-0019,473,15.782,4,MediaPipe,COCO_17,17,0.7568,0.6232,26.15
SMP-INT-0004-474,ROI-INT-0004,INT-0004,474,15.816,3,MediaPipe,COCO_17,17,0.5,0.5,10.86
SMP-INT-0019-474,ROI-INT-0019,INT-0019,474,15.816,4,MediaPipe,COCO_17,17,0.6462,0.4181,26.5
SMP-INT-0004-475,ROI-INT-0004,INT-0004,475,15.849,3,MediaPipe,COCO_17,17,0.5,0.5,10.61
SMP-INT-0019-475,ROI-INT-0019,INT-0019,475,15.849,4,MediaPipe,COCO_17,17,0.6292,0.4071,26.04
SMP-INT-0004-476,ROI-INT-0004,INT-0004,476,15.883,3,MediaPipe,COCO_17,17,0.5,0.5,13.25
SMP-INT-0019-476,ROI-INT-0019,INT-0019,476,15.883,4,MediaPipe,COCO_17,17,0.8035,0.709,25.11
SMP-INT-0004-477,ROI-INT-0004,INT-0004,477,15.916,3,MediaPipe,COCO_17,17,0.5,0.5,11.02
SMP-INT-0019-477,ROI-INT-0019,INT-0019,477,15.916,4,MediaPipe,COCO_17,17,0.7936,0.7002,26.88
SMP-INT-0004-478,ROI-INT-0004,INT-0004,478,15.949,3,MediaPipe,COCO_17,17,0.5,0.5,10.72
SMP-INT-0019-478,ROI-INT-0019,INT-0019,478,15.949,4,MediaPipe,COCO_17,17,0.5,0.5,11.13
SMP-INT-0004-479,ROI-INT-0004,INT-0004,479,15.983,3,MediaPipe,COCO_17,17,0.5,0.5,12.48
SMP-INT-0019-479,ROI-INT-0019,INT-0019,479,15.983,4,MediaPipe,COCO_17,17,0.7197,0.5504,35.62
SMP-INT-0004-480,ROI-INT-0004,INT-0004,480,16.016,3,MediaPipe,COCO_17,17,0.5,0.5,16.33
SMP-INT-0019-480,ROI-INT-0019,INT-0019,480,16.016,4,MediaPipe,COCO_17,17,0.5,0.5,12.56
SMP-INT-0004-481,ROI-INT-0004,INT-0004,481,16.049,3,MediaPipe,COCO_17,17,0.5,0.5,11.25
SMP-INT-0019-481,ROI-INT-0019,INT-0019,481,16.049,4,MediaPipe,COCO_17,17,0.7976,0.7038,29.29
SMP-INT-0004-482,ROI-INT-0004,INT-0004,482,16.083,3,MediaPipe,COCO_17,17,0.5,0.5,15.58
SMP-INT-0019-482,ROI-INT-0019,INT-0019,482,16.083,4,MediaPipe,COCO_17,17,0.6758,0.5168,25.39
SMP-INT-0004-483,ROI-INT-0004,INT-0004,483,16.116,3,MediaPipe,COCO_17,17,0.5,0.5,15.11
SMP-INT-0019-483,ROI-INT-0019,INT-0019,483,16.116,4,MediaPipe,COCO_17,17,0.5,0.5,10.68
SMP-INT-0004-484,ROI-INT-0004,INT-0004,484,16.149,3,MediaPipe,COCO_17,17,0.5,0.5,13.93
SMP-INT-0019-484,ROI-INT-0019,INT-0019,484,16.149,4,MediaPipe,COCO_17,17,0.5,0.5,13.75
SMP-INT-0004-485,ROI-INT-0004,INT-0004,485,16.183,3,MediaPipe,COCO_17,17,0.5,0.5,11.8
SMP-INT-0019-485,ROI-INT-0019,INT-0019,485,16.183,4,MediaPipe,COCO_17,17,0.7919,0.6988,29.99
SMP-INT-0004-486,ROI-INT-0004,INT-0004,486,16.216,3,MediaPipe,COCO_17,17,0.5,0.5,11.68
SMP-INT-0019-486,ROI-INT-0019,INT-0019,486,16.216,4,MediaPipe,COCO_17,17,0.7628,0.5833,25.6
SMP-INT-0004-487,ROI-INT-0004,INT-0004,487,16.25,3,MediaPipe,COCO_17,17,0.5,0.5,10.86
SMP-INT-0019-487,ROI-INT-0019,INT-0019,487,16.25,4,MediaPipe,COCO_17,17,0.5,0.5,11.87
SMP-INT-0004-488,ROI-INT-0004,INT-0004,488,16.283,3,MediaPipe,COCO_17,17,0.5,0.5,13.43
SMP-INT-0019-488,ROI-INT-0019,INT-0019,488,16.283,4,MediaPipe,COCO_17,17,0.5,0.5,11.4
SMP-INT-0004-489,ROI-INT-0004,INT-0004,489,16.316,3,MediaPipe,COCO_17,17,0.5,0.5,11.12
SMP-INT-0019-489,ROI-INT-0019,INT-0019,489,16.316,4,MediaPipe,COCO_17,17,0.5,0.5,10.84
SMP-INT-0004-490,ROI-INT-0004,INT-0004,490,16.35,3,MediaPipe,COCO_17,17,0.5,0.5,12.78
SMP-INT-0019-490,ROI-INT-0019,INT-0019,490,16.35,4,MediaPipe,COCO_17,17,0.7426,0.5679,27.41
SMP-INT-0004-491,ROI-INT-0004,INT-0004,491,16.383,3,MediaPipe,COCO_17,17,0.5,0.5,10.53
SMP-INT-0019-491,ROI-INT-0019,INT-0019,491,16.383,4,MediaPipe,COCO_17,17,0.6318,0.4088,26.21
SMP-INT-0004-492,ROI-INT-0004,INT-0004,492,16.416,3,MediaPipe,COCO_17,17,0.5,0.5,11.0
SMP-INT-0019-492,ROI-INT-0019,INT-0019,492,16.416,4,MediaPipe,COCO_17,17,0.6854,0.4435,30.08
SMP-INT-0004-493,ROI-INT-0004,INT-0004,493,16.45,3,MediaPipe,COCO_17,17,0.6223,0.4392,28.07
SMP-INT-0019-493,ROI-INT-0019,INT-0019,493,16.45,4,MediaPipe,COCO_17,17,0.7009,0.536,31.05
SMP-INT-0004-494,ROI-INT-0004,INT-0004,494,16.483,3,MediaPipe,COCO_17,17,0.7012,0.5775,25.48
SMP-INT-0019-494,ROI-INT-0019,INT-0019,494,16.483,4,MediaPipe,COCO_17,17,0.6943,0.531,25.42
