sample_id,roi_id,interaction_id,frame_index,timestamp,track_id,backend_name,topology,num_keypoints,overall_confidence,quality_score,processing_time_ms
SMP-INT-0003-176,ROI-INT-0003,INT-0003,176,5.873,1,MediaPipe,COCO_17,17,0.5,0.5,10.82
SMP-INT-0004-176,ROI-INT-0004,INT-0004,176,5.873,3,MediaPipe,COCO_17,17,0.6343,0.4104,25.92
SMP-INT-0003-177,ROI-INT-0003,INT-0003,177,5.906,1,MediaPipe,COCO_17,17,0.8474,0.7976,26.59
SMP-INT-0004-177,ROI-INT-0004,INT-0004,177,5.906,3,MediaPipe,COCO_17,17,0.6796,0.4797,26.78
SMP-INT-0003-178,ROI-INT-0003,INT-0003,178,5.939,1,MediaPipe,COCO_17,17,0.5,0.5,25.8
SMP-INT-0004-178,ROI-INT-0004,INT-0004,178,5.939,3,MediaPipe,COCO_17,17,0.6817,0.4812,25.56
SMP-INT-0003-179,ROI-INT-0003,INT-0003,179,5.973,1,MediaPipe,COCO_17,17,0.711,0.5855,28.64
SMP-INT-0004-179,ROI-INT-0004,INT-0004,179,5.973,3,MediaPipe,COCO_17,17,0.6934,0.5302,26.36
SMP-INT-0003-180,ROI-INT-0003,INT-0003,180,6.006,1,MediaPipe,COCO_17,17,0.8981,0.8981,25.36
SMP-INT-0004-180,ROI-INT-0004,INT-0004,180,6.006,3,MediaPipe,COCO_17,17,0.7032,0.5378,27.4
SMP-INT-0003-181,ROI-INT-0003,INT-0003,181,6.039,1,MediaPipe,COCO_17,17,0.5,0.5,11.28
SMP-INT-0004-181,ROI-INT-0004,INT-0004,181,6.039,3,MediaPipe,COCO_17,17,0.6811,0.4808,29.38
SMP-INT-0003-182,ROI-INT-0003,INT-0003,182,6.073,1,MediaPipe,COCO_17,17,0.5,0.5,10.7
SMP-INT-0004-182,ROI-INT-0004,INT-0004,182,6.073,3,MediaPipe,COCO_17,17,0.6291,0.4071,25.57
SMP-INT-0003-183,ROI-INT-0003,INT-0003,183,6.106,1,MediaPipe,COCO_17,17,0.5,0.5,10.86
SMP-INT-0004-183,ROI-INT-0004,INT-0004,183,6.106,3,MediaPipe,COCO_17,17,0.6304,0.4079,25.25
SMP-INT-0003-184,ROI-INT-0003,INT-0003,184,6.139,1,MediaPipe,COCO_17,17,0.8763,0.8763,25.61
SMP-INT-0004-184,ROI-INT-0004,INT-0004,184,6.139,3,MediaPipe,COCO_17,17,0.5,0.5,25.6
SMP-INT-0003-185,ROI-INT-0003,INT-0003,185,6.173,1,MediaPipe,COCO_17,17,0.5,0.5,11.56
SMP-INT-0004-185,ROI-INT-0004,INT-0004,185,6.173,3,MediaPipe,COCO_17,17,0.5,0.5,29.92
SMP-INT-0003-187,ROI-INT-0003,INT-0003,187,6.24,1,MediaPipe,COCO_17,17,0.887,0.887,27.53
SMP-INT-0004-187,ROI-INT-0004,INT-0004,187,6.24,3,MediaPipe,COCO_17,17,0.5,0.5,25.99
SMP-INT-0003-188,ROI-INT-0003,INT-0003,188,6.273,1,MediaPipe,COCO_17,17,0.8451,0.7457,26.75
SMP-INT-0004-188,ROI-INT-0004,INT-0004,188,6.273,3,MediaPipe,COCO_17,17,0.7008,0.5772,25.7
SMP-INT-0003-189,ROI-INT-0003,INT-0003,189,6.306,1,MediaPipe,COCO_17,17,0.809,0.7138,27.19
SMP-INT-0004-189,ROI-INT-0004,INT-0004,189,6.306,3,MediaPipe,COCO_17,17,0.6469,0.4947,26.22
SMP-INT-0003-190,ROI-INT-0003,INT-0003,190,6.34,1,MediaPipe,COCO_17,17,0.7686,0.6782,25.49
SMP-INT-0004-190,ROI-INT-0004,INT-0004,190,6.34,3,MediaPipe,COCO_17,17,0.5,0.5,25.11
SMP-INT-0003-191,ROI-INT-0003,INT-0003,191,6.373,1,MediaPipe,COCO_17,17,0.5,0.5,25.4
SMP-INT-0004-191,ROI-INT-0004,INT-0004,191,6.373,3,MediaPipe,COCO_17,17,0.6761,0.517,25.3
SMP-INT-0003-193,ROI-INT-0003,INT-0003,193,6.44,1,MediaPipe,COCO_17,17,0.8489,0.799,25.41
SMP-INT-0004-193,ROI-INT-0004,INT-0004,193,6.44,3,MediaPipe,COCO_17,17,0.6678,0.5107,25.23
SMP-INT-0003-194,ROI-INT-0003,INT-0003,194,6.473,1,MediaPipe,COCO_17,17,0.7934,0.7467,26.49
SMP-INT-0004-194,ROI-INT-0004,INT-0004,194,6.473,3,MediaPipe,COCO_17,17,0.6365,0.4493,26.91
SMP-INT-0003-195,ROI-INT-0003,INT-0003,195,6.506,1,MediaPipe,COCO_17,17,0.8242,0.7757,25.42
SMP-INT-0004-195,ROI-INT-0004,INT-0004,195,6.506,3,MediaPipe,COCO_17,17,0.7733,0.6823,25.83
SMP-INT-0003-196,ROI-INT-0003,INT-0003,196,6.54,1,MediaPipe,COCO_17,17,0.8222,0.7255,25.47
SMP-INT-0004-196,ROI-INT-0004,INT-0004,196,6.54,3,MediaPipe,COCO_17,17,0.6277,0.4062,25.27
SMP-INT-0003-197,ROI-INT-0003,INT-0003,197,6.573,1,MediaPipe,COCO_17,17,0.8436,0.7939,25.68
SMP-INT-0004-197,ROI-INT-0004,INT-0004,197,6.573,3,MediaPipe,COCO_17,17,0.6828,0.4819,25.04
SMP-INT-0003-202,ROI-INT-0003,INT-0003,202,6.74,1,MediaPipe,COCO_17,17,0.8588,0.8588,26.11
SMP-INT-0004-202,ROI-INT-0004,INT-0004,202,6.74,3,MediaPipe,COCO_17,17,0.7476,0.6597,25.27
SMP-INT-0003-203,ROI-INT-0003,INT-0003,203,6.773,1,MediaPipe,COCO_17,17,0.8298,0.781,25.97
SMP-INT-0004-203,ROI-INT-0004,INT-0004,203,6.773,3,MediaPipe,COCO_17,17,0.7598,0.7151,25.7
SMP-INT-0003-204,ROI-INT-0003,INT-0003,204,6.807,1,MediaPipe,COCO_17,17,0.8224,0.774,28.71
SMP-INT-0004-204,ROI-INT-0004,INT-0004,204,6.807,3,MediaPipe,COCO_17,17,0.5,0.5,26.44
SMP-INT-0003-205,ROI-INT-0003,INT-0003,205,6.84,1,MediaPipe,COCO_17,17,0.8716,0.8716,27.12
SMP-INT-0004-205,ROI-INT-0004,INT-0004,205,6.84,3,MediaPipe,COCO_17,17,0.6341,0.373,26.63
SMP-INT-0003-206,ROI-INT-0003,INT-0003,206,6.874,1,MediaPipe,COCO_17,17,0.8418,0.7923,25.33
SMP-INT-0004-206,ROI-INT-0004,INT-0004,206,6.874,3,MediaPipe,COCO_17,17,0.694,0.5716,26.33
SMP-INT-0003-207,ROI-INT-0003,INT-0003,207,6.907,1,MediaPipe,COCO_17,17,0.7736,0.7281,25.66
SMP-INT-0004-207,ROI-INT-0004,INT-0004,207,6.907,3,MediaPipe,COCO_17,17,0.6886,0.567,25.26
SMP-INT-0003-208,ROI-INT-0003,INT-0003,208,6.94,1,MediaPipe,COCO_17,17,0.8093,0.7617,25.32
SMP-INT-0004-208,ROI-INT-0004,INT-0004,208,6.94,3,MediaPipe,COCO_17,17,0.7178,0.5489,25.2
SMP-INT-0003-209,ROI-INT-0003,INT-0003,209,6.974,1,MediaPipe,COCO_17,17,0.7756,0.73,28.46
SMP-INT-0004-209,ROI-INT-0004,INT-0004,209,6.974,3,MediaPipe,COCO_17,17,0.7898,0.7434,28.09
SMP-INT-0003-210,ROI-INT-0003,INT-0003,210,7.007,1,MediaPipe,COCO_17,17,0.7617,0.7169,27.17
SMP-INT-0004-210,ROI-INT-0004,INT-0004,210,7.007,3,MediaPipe,COCO_17,17,0.5,0.5,26.4
SMP-INT-0003-211,ROI-INT-0003,INT-0003,211,7.04,1,MediaPipe,COCO_17,17,0.5,0.5,27.05
SMP-INT-0004-211,ROI-INT-0004,INT-0004,211,7.04,3,MediaPipe,COCO_17,17,0.5,0.5,30.12
SMP-INT-0003-214,ROI-INT-0003,INT-0003,214,7.14,1,MediaPipe,COCO_17,17,0.8889,0.8889,27.15
SMP-INT-0004-214,ROI-INT-0004,INT-0004,214,7.14,3,MediaPipe,COCO_17,17,0.8421,0.8421,26.71
SMP-INT-0003-215,ROI-INT-0003,INT-0003,215,7.174,1,MediaPipe,COCO_17,17,0.869,0.869,26.78
SMP-INT-0004-215,ROI-INT-0004,INT-0004,215,7.174,3,MediaPipe,COCO_17,17,0.8892,0.8892,26.26
SMP-INT-0003-216,ROI-INT-0003,INT-0003,216,7.207,1,MediaPipe,COCO_17,17,0.5,0.5,25.5
SMP-INT-0004-216,ROI-INT-0004,INT-0004,216,7.207,3,MediaPipe,COCO_17,17,0.8245,0.8245,25.02
SMP-INT-0003-217,ROI-INT-0003,INT-0003,217,7.241,1,MediaPipe,COCO_17,17,0.8615,0.8615,25.71
SMP-INT-0004-217,ROI-INT-0004,INT-0004,217,7.241,3,MediaPipe,COCO_17,17,0.7446,0.657,27.07
SMP-INT-0003-219,ROI-INT-0003,INT-0003,219,7.307,1,MediaPipe,COCO_17,17,0.8408,0.8408,25.62
SMP-INT-0004-219,ROI-INT-0004,INT-0004,219,7.307,3,MediaPipe,COCO_17,17,0.8196,0.8196,25.34
SMP-INT-0003-220,ROI-INT-0003,INT-0003,220,7.341,1,MediaPipe,COCO_17,17,0.8209,0.8209,27.53
SMP-INT-0004-220,ROI-INT-0004,INT-0004,220,7.341,3,MediaPipe,COCO_17,17,0.5,0.5,27.09
SMP-INT-0003-221,ROI-INT-0003,INT-0003,221,7.374,1,MediaPipe,COCO_17,17,0.8497,0.8497,30.17
SMP-INT-0004-221,ROI-INT-0004,INT-0004,221,7.374,3,MediaPipe,COCO_17,17,0.5,0.5,26.44
SMP-INT-0003-222,ROI-INT-0003,INT-0003,222,7.407,1,MediaPipe,COCO_17,17,0.844,0.7944,26.17
SMP-INT-0004-222,ROI-INT-0004,INT-0004,222,7.407,3,MediaPipe,COCO_17,17,0.8473,0.8473,28.22
SMP-INT-0003-223,ROI-INT-0003,INT-0003,223,7.441,1,MediaPipe,COCO_17,17,0.7104,0.5433,25.84
SMP-INT-0004-223,ROI-INT-0004,INT-0004,223,7.441,3,MediaPipe,COCO_17,17,0.5,0.5,25.99
SMP-INT-0003-224,ROI-INT-0003,INT-0003,224,7.474,1,MediaPipe,COCO_17,17,0.8538,0.8036,29.06
SMP-INT-0004-224,ROI-INT-0004,INT-0004,224,7.474,3,MediaPipe,COCO_17,17,0.5,0.5,28.36
SMP-INT-0003-225,ROI-INT-0003,INT-0003,225,7.508,1,MediaPipe,COCO_17,17,0.8864,0.8864,27.69
SMP-INT-0004-225,ROI-INT-0004,INT-0004,225,7.508,3,MediaPipe,COCO_17,17,0.5,0.5,25.35
SMP-INT-0003-226,ROI-INT-0003,INT-0003,226,7.541,1,MediaPipe,COCO_17,17,0.8022,0.755,25.62
SMP-INT-0004-226,ROI-INT-0004,INT-0004,226,7.541,3,MediaPipe,COCO_17,17,0.8424,0.7928,28.03
SMP-INT-0003-227,ROI-INT-0003,INT-0003,227,7.574,1,MediaPipe,COCO_17,17,0.7735,0.6825,26.81
SMP-INT-0004-227,ROI-INT-0004,INT-0004,227,7.574,3,MediaPipe,COCO_17,17,0.8486,0.7987,27.19
SMP-INT-0003-228,ROI-INT-0003,INT-0003,228,7.608,1,MediaPipe,COCO_17,17,0.8558,0.8558,25.49
SMP-INT-0004-228,ROI-INT-0004,INT-0004,228,7.608,3,MediaPipe,COCO_17,17,0.849,0.7991,27.31
SMP-INT-0003-229,ROI-INT-0003,INT-0003,229,7.641,1,MediaPipe,COCO_17,17,0.9041,0.9041,27.95
SMP-INT-0004-229,ROI-INT-0004,INT-0004,229,7.641,3,MediaPipe,COCO_17,17,0.844,0.7944,27.01
SMP-INT-0003-230,ROI-INT-0003,INT-0003,230,7.674,1,MediaPipe,COCO_17,17,0.7922,0.699,25.69
SMP-INT-0004-230,ROI-INT-0004,INT-0004,230,7.674,3,MediaPipe,COCO_17,17,0.857,0.8066,25.64
SMP-INT-0004-231,ROI-INT-0004,INT-0004,231,7.708,3,MediaPipe,COCO_17,17,0.9133,0.9133,25.74
SMP-INT-0004-232,ROI-INT-0004,INT-0004,232,7.741,3,MediaPipe,COCO_17,17,0.8711,0.8711,25.54
SMP-INT-0004-233,ROI-INT-0004,INT-0004,233,7.774,3,MediaPipe,COCO_17,17,0.8804,0.8804,25.6
SMP-INT-0004-234,ROI-INT-0004,INT-0004,234,7.808,3,MediaPipe,COCO_17,17,0.8057,0.7109,26.01
SMP-INT-0004-235,ROI-INT-0004,INT-0004,235,7.841,3,MediaPipe,COCO_17,17,0.8124,0.8124,26.36
SMP-INT-0004-236,ROI-INT-0004,INT-0004,236,7.875,3,MediaPipe,COCO_17,17,0.5,0.5,10.7
SMP-INT-0004-237,ROI-INT-0004,INT-0004,237,7.908,3,MediaPipe,COCO_17,17,0.5,0.5,10.7
SMP-INT-0004-238,ROI-INT-0004,INT-0004,238,7.941,3,MediaPipe,COCO_17,17,0.8748,0.8748,26.48
SMP-INT-0004-239,ROI-INT-0004,INT-0004,239,7.975,3,MediaPipe,COCO_17,17,0.5,0.5,11.16
SMP-INT-0004-240,ROI-INT-0004,INT-0004,240,8.008,3,MediaPipe,COCO_17,17,0.7268,0.5986,25.67
SMP-INT-0004-241,ROI-INT-0004,INT-0004,241,8.041,3,MediaPipe,COCO_17,17,0.7607,0.6712,25.56
SMP-INT-0004-242,ROI-INT-0004,INT-0004,242,8.075,3,MediaPipe,COCO_17,17,0.791,0.698,25.93
SMP-INT-0004-244,ROI-INT-0004,INT-0004,244,8.141,3,MediaPipe,COCO_17,17,0.5,0.5,10.76
SMP-INT-0004-245,ROI-INT-0004,INT-0004,245,8.175,3,MediaPipe,COCO_17,17,0.7774,0.5944,25.62
SMP-INT-0004-249,ROI-INT-0004,INT-0004,249,8.308,3,MediaPipe,COCO_17,17,0.5,0.5,24.74
SMP-INT-0004-250,ROI-INT-0004,INT-0004,250,8.342,3,MediaPipe,COCO_17,17,0.5,0.5,10.82
SMP-INT-0004-251,ROI-INT-0004,INT-0004,251,8.375,3,MediaPipe,COCO_17,17,0.7194,0.5925,25.76
SMP-INT-0004-252,ROI-INT-0004,INT-0004,252,8.408,3,MediaPipe,COCO_17,17,0.5,0.5,10.89
SMP-INT-0004-253,ROI-INT-0004,INT-0004,253,8.442,3,MediaPipe,COCO_17,17,0.7015,0.5365,28.26
SMP-INT-0004-254,ROI-INT-0004,INT-0004,254,8.475,3,MediaPipe,COCO_17,17,0.708,0.583,25.81
SMP-INT-0004-256,ROI-INT-0004,INT-0004,256,8.542,3,MediaPipe,COCO_17,17,0.5,0.5,10.91
SMP-INT-0004-257,ROI-INT-0004,INT-0004,257,8.575,3,MediaPipe,COCO_17,17,0.5,0.5,11.81
SMP-INT-0004-264,ROI-INT-0004,INT-0004,264,8.809,3,MediaPipe,COCO_17,17,0.5,0.5,11.16
SMP-INT-0004-265,ROI-INT-0004,INT-0004,265,8.842,3,MediaPipe,COCO_17,17,0.5,0.5,11.12
SMP-INT-0004-266,ROI-INT-0004,INT-0004,266,8.876,3,MediaPipe,COCO_17,17,0.5,0.5,10.89
SMP-INT-0004-267,ROI-INT-0004,INT-0004,267,8.909,3,MediaPipe,COCO_17,17,0.5,0.5,11.26
SMP-INT-0004-268,ROI-INT-0004,INT-0004,268,8.942,3,MediaPipe,COCO_17,17,0.5,0.5,10.75
SMP-INT-0004-269,ROI-INT-0004,INT-0004,269,8.976,3,MediaPipe,COCO_17,17,0.8595,0.8089,25.53
SMP-INT-0004-270,ROI-INT-0004,INT-0004,270,9.009,3,MediaPipe,COCO_17,17,0.5,0.5,11.47
SMP-INT-0004-271,ROI-INT-0004,INT-0004,271,9.042,3,MediaPipe,COCO_17,17,0.5,0.5,27.07
SMP-INT-0004-272,ROI-INT-0004,INT-0004,272,9.076,3,MediaPipe,COCO_17,17,0.5,0.5,25.16
SMP-INT-0004-273,ROI-INT-0004,INT-0004,273,9.109,3,MediaPipe,COCO_17,17,0.5,0.5,10.89
SMP-INT-0004-274,ROI-INT-0004,INT-0004,274,9.142,3,MediaPipe,COCO_17,17,0.5,0.5,25.7
SMP-INT-0004-275,ROI-INT-0004,INT-0004,275,9.176,3,MediaPipe,COCO_17,17,0.5,0.5,25.24
SMP-INT-0004-276,ROI-INT-0004,INT-0004,276,9.209,3,MediaPipe,COCO_17,17,0.5,0.5,25.99
SMP-INT-0004-277,ROI-INT-0004,INT-0004,277,9.243,3,MediaPipe,COCO_17,17,0.5,0.5,24.87
SMP-INT-0004-278,ROI-INT-0004,INT-0004,278,9.276,3,MediaPipe,COCO_17,17,0.5,0.5,25.37
SMP-INT-0004-279,ROI-INT-0004,INT-0004,279,9.309,3,MediaPipe,COCO_17,17,0.5,0.5,10.88
SMP-INT-0004-280,ROI-INT-0004,INT-0004,280,9.343,3,MediaPipe,COCO_17,17,0.5,0.5,10.8
SMP-INT-0004-281,ROI-INT-0004,INT-0004,281,9.376,3,MediaPipe,COCO_17,17,0.5,0.5,27.21
SMP-INT-0004-282,ROI-INT-0004,INT-0004,282,9.409,3,MediaPipe,COCO_17,17,0.5,0.5,26.18
SMP-INT-0004-283,ROI-INT-0004,INT-0004,283,9.443,3,MediaPipe,COCO_17,17,0.5,0.5,24.95
SMP-INT-0004-284,ROI-INT-0004,INT-0004,284,9.476,3,MediaPipe,COCO_17,17,0.5,0.5,24.98
SMP-INT-0004-285,ROI-INT-0004,INT-0004,285,9.51,3,MediaPipe,COCO_17,17,0.5,0.5,24.93
SMP-INT-0004-286,ROI-INT-0004,INT-0004,286,9.543,3,MediaPipe,COCO_17,17,0.5,0.5,10.55
SMP-INT-0004-287,ROI-INT-0004,INT-0004,287,9.576,3,MediaPipe,COCO_17,17,0.5,0.5,26.74
SMP-INT-0004-288,ROI-INT-0004,INT-0004,288,9.61,3,MediaPipe,COCO_17,17,0.8659,0.8659,27.03
SMP-INT-0004-289,ROI-INT-0004,INT-0004,289,9.643,3,MediaPipe,COCO_17,17,0.8226,0.7742,25.26
SMP-INT-0004-290,ROI-INT-0004,INT-0004,290,9.676,3,MediaPipe,COCO_17,17,0.8718,0.8718,24.97
SMP-INT-0004-291,ROI-INT-0004,INT-0004,291,9.71,3,MediaPipe,COCO_17,17,0.8773,0.8773,25.89
SMP-INT-0004-292,ROI-INT-0004,INT-0004,292,9.743,3,MediaPipe,COCO_17,17,0.5,0.5,33.78
SMP-INT-0004-293,ROI-INT-0004,INT-0004,293,9.776,3,MediaPipe,COCO_17,17,0.5,0.5,26.53
SMP-INT-0004-294,ROI-INT-0004,INT-0004,294,9.81,3,MediaPipe,COCO_17,17,0.5,0.5,26.73
SMP-INT-0004-295,ROI-INT-0004,INT-0004,295,9.843,3,MediaPipe,COCO_17,17,0.8962,0.8962,25.45
SMP-INT-0004-296,ROI-INT-0004,INT-0004,296,9.877,3,MediaPipe,COCO_17,17,0.8129,0.7172,26.5
SMP-INT-0004-297,ROI-INT-0004,INT-0004,297,9.91,3,MediaPipe,COCO_17,17,0.5,0.5,25.78
SMP-INT-0004-298,ROI-INT-0004,INT-0004,298,9.943,3,MediaPipe,COCO_17,17,0.8112,0.8112,25.2
SMP-INT-0004-299,ROI-INT-0004,INT-0004,299,9.977,3,MediaPipe,COCO_17,17,0.8475,0.8475,25.43
SMP-INT-0004-300,ROI-INT-0004,INT-0004,300,10.01,3,MediaPipe,COCO_17,17,0.7897,0.7432,25.88
SMP-INT-0004-301,ROI-INT-0004,INT-0004,301,10.043,3,MediaPipe,COCO_17,17,0.7155,0.5471,27.5
SMP-INT-0004-302,ROI-INT-0004,INT-0004,302,10.077,3,MediaPipe,COCO_17,17,0.7525,0.6197,26.62
SMP-INT-0004-303,ROI-INT-0004,INT-0004,303,10.11,3,MediaPipe,COCO_17,17,0.7828,0.7828,25.28
SMP-INT-0004-304,ROI-INT-0004,INT-0004,304,10.143,3,MediaPipe,COCO_17,17,0.5,0.5,24.87
SMP-INT-0004-305,ROI-INT-0004,INT-0004,305,10.177,3,MediaPipe,COCO_17,17,0.7563,0.6673,25.34
SMP-INT-0004-306,ROI-INT-0004,INT-0004,306,10.21,3,MediaPipe,COCO_17,17,0.7484,0.6163,26.62
SMP-INT-0004-307,ROI-INT-0004,INT-0004,307,10.244,3,MediaPipe,COCO_17,17,0.7216,0.6367,26.63
SMP-INT-0004-308,ROI-INT-0004,INT-0004,308,10.277,3,MediaPipe,COCO_17,17,0.5,0.5,10.84
SMP-INT-0004-309,ROI-INT-0004,INT-0004,309,10.31,3,MediaPipe,COCO_17,17,0.7575,0.7575,25.82
SMP-INT-0004-310,ROI-INT-0004,INT-0004,310,10.344,3,MediaPipe,COCO_17,17,0.7435,0.656,26.5
SMP-INT-0004-311,ROI-INT-0004,INT-0004,311,10.377,3,MediaPipe,COCO_17,17,0.6678,0.5107,27.01
SMP-INT-0005-311,ROI-INT-0005,INT-0005,311,10.377,10000,MediaPipe,COCO_17,17,0.5,0.5,11.09
SMP-INT-0004-312,ROI-INT-0004,INT-0004,312,10.41,3,MediaPipe,COCO_17,17,0.6693,0.4724,25.41
SMP-INT-0004-313,ROI-INT-0004,INT-0004,313,10.444,3,MediaPipe,COCO_17,17,0.5,0.5,25.44
SMP-INT-0004-314,ROI-INT-0004,INT-0004,314,10.477,3,MediaPipe,COCO_17,17,0.6703,0.4731,25.58
SMP-INT-0004-315,ROI-INT-0004,INT-0004,315,10.511,3,MediaPipe,COCO_17,17,0.6706,0.5128,27.13
SMP-INT-0004-316,ROI-INT-0004,INT-0004,316,10.544,3,MediaPipe,COCO_17,17,0.5,0.5,10.71
SMP-INT-0004-317,ROI-INT-0004,INT-0004,317,10.577,3,MediaPipe,COCO_17,17,0.5,0.5,11.12
SMP-INT-0004-318,ROI-INT-0004,INT-0004,318,10.611,3,MediaPipe,COCO_17,17,0.5,0.5,11.66
SMP-INT-0004-320,ROI-INT-0004,INT-0004,320,10.677,3,MediaPipe,COCO_17,17,0.7264,0.5982,27.65
SMP-INT-0004-321,ROI-INT-0004,INT-0004,321,10.711,3,MediaPipe,COCO_17,17,0.6729,0.5146,25.28
SMP-INT-0004-322,ROI-INT-0004,INT-0004,322,10.744,3,MediaPipe,COCO_17,17,0.6437,0.4165,26.15
SMP-INT-0004-323,ROI-INT-0004,INT-0004,323,10.777,3,MediaPipe,COCO_17,17,0.7091,0.5422,26.3
SMP-INT-0004-324,ROI-INT-0004,INT-0004,324,10.811,3,MediaPipe,COCO_17,17,0.5,0.5,26.97
SMP-INT-0004-325,ROI-INT-0004,INT-0004,325,10.844,3,MediaPipe,COCO_17,17,0.7035,0.5379,25.69
SMP-INT-0004-326,ROI-INT-0004,INT-0004,326,10.878,3,MediaPipe,COCO_17,17,0.5,0.5,25.51
SMP-INT-0004-327,ROI-INT-0004,INT-0004,327,10.911,3,MediaPipe,COCO_17,17,0.637,0.4871,26.44
SMP-INT-0004-328,ROI-INT-0004,INT-0004,328,10.944,3,MediaPipe,COCO_17,17,0.5,0.5,26.2
SMP-INT-0004-329,ROI-INT-0004,INT-0004,329,10.978,3,MediaPipe,COCO_17,17,0.6725,0.4747,25.37
SMP-INT-0004-330,ROI-INT-0004,INT-0004,330,11.011,3,MediaPipe,COCO_17,17,0.684,0.523,25.74
SMP-INT-0004-331,ROI-INT-0004,INT-0004,331,11.044,3,MediaPipe,COCO_17,17,0.6847,0.5236,26.88
SMP-INT-0004-332,ROI-INT-0004,INT-0004,332,11.078,3,MediaPipe,COCO_17,17,0.6785,0.5188,26.26
SMP-INT-0004-333,ROI-INT-0004,INT-0004,333,11.111,3,MediaPipe,COCO_17,17,0.5,0.5,10.78
SMP-INT-0004-334,ROI-INT-0004,INT-0004,334,11.144,3,MediaPipe,COCO_17,17,0.8335,0.7845,25.48
SMP-INT-0004-335,ROI-INT-0004,INT-0004,335,11.178,3,MediaPipe,COCO_17,17,0.792,0.6988,26.59
SMP-INT-0004-336,ROI-INT-0004,INT-0004,336,11.211,3,MediaPipe,COCO_17,17,0.8312,0.7823,24.86
SMP-INT-0004-337,ROI-INT-0004,INT-0004,337,11.245,3,MediaPipe,COCO_17,17,0.8665,0.8665,25.46
SMP-INT-0004-338,ROI-INT-0004,INT-0004,338,11.278,3,MediaPipe,COCO_17,17,0.9543,0.9543,26.75
SMP-INT-0004-339,ROI-INT-0004,INT-0004,339,11.311,3,MediaPipe,COCO_17,17,0.5,0.5,11.53
SMP-INT-0008-340,ROI-INT-0008,INT-0008,340,11.345,10001,MediaPipe,COCO_17,17,0.8915,0.8915,26.88
SMP-INT-0007-340,ROI-INT-0007,INT-0007,340,11.345,10000,MediaPipe,COCO_17,17,0.5,0.5,11.2
SMP-INT-0004-340,ROI-INT-0004,INT-0004,340,11.345,3,MediaPipe,COCO_17,17,0.8952,0.8952,26.03
SMP-INT-0008-341,ROI-INT-0008,INT-0008,341,11.378,10001,MediaPipe,COCO_17,17,0.8035,0.8035,25.7
SMP-INT-0007-341,ROI-INT-0007,INT-0007,341,11.378,10000,MediaPipe,COCO_17,17,0.5,0.5,10.83
SMP-INT-0004-341,ROI-INT-0004,INT-0004,341,11.378,3,MediaPipe,COCO_17,17,0.8235,0.8235,27.98
SMP-INT-0008-342,ROI-INT-0008,INT-0008,342,11.411,10001,MediaPipe,COCO_17,17,0.7595,0.7148,25.5
SMP-INT-0007-342,ROI-INT-0007,INT-0007,342,11.411,10000,MediaPipe,COCO_17,17,0.837,0.7385,27.81
SMP-INT-0004-342,ROI-INT-0004,INT-0004,342,11.411,3,MediaPipe,COCO_17,17,0.7897,0.7432,25.71
SMP-INT-0008-344,ROI-INT-0008,INT-0008,344,11.478,10001,MediaPipe,COCO_17,17,0.7899,0.7434,27.44
SMP-INT-0007-344,ROI-INT-0007,INT-0007,344,11.478,10000,MediaPipe,COCO_17,17,0.5,0.5,11.3
SMP-INT-0004-344,ROI-INT-0004,INT-0004,344,11.478,3,MediaPipe,COCO_17,17,0.8537,0.8035,27.42
SMP-INT-0008-345,ROI-INT-0008,INT-0008,345,11.511,10001,MediaPipe,COCO_17,17,0.7438,0.6563,26.13
SMP-INT-0007-345,ROI-INT-0007,INT-0007,345,11.511,10000,MediaPipe,COCO_17,17,0.8783,0.8783,25.81
SMP-INT-0004-345,ROI-INT-0004,INT-0004,345,11.511,3,MediaPipe,COCO_17,17,0.8512,0.8512,26.16
SMP-INT-0008-348,ROI-INT-0008,INT-0008,348,11.612,10001,MediaPipe,COCO_17,17,0.7172,0.5485,26.04
SMP-INT-0007-348,ROI-INT-0007,INT-0007,348,11.612,10000,MediaPipe,COCO_17,17,0.7012,0.5362,25.51
SMP-INT-0004-348,ROI-INT-0004,INT-0004,348,11.612,3,MediaPipe,COCO_17,17,0.7507,0.6624,26.74
SMP-INT-0008-349,ROI-INT-0008,INT-0008,349,11.645,10001,MediaPipe,COCO_17,17,0.5,0.5,26.28
SMP-INT-0007-349,ROI-INT-0007,INT-0007,349,11.645,10000,MediaPipe,COCO_17,17,0.7931,0.6998,25.77
SMP-INT-0004-349,ROI-INT-0004,INT-0004,349,11.645,3,MediaPipe,COCO_17,17,0.7194,0.6347,25.32
SMP-INT-0008-350,ROI-INT-0008,INT-0008,350,11.678,10001,MediaPipe,COCO_17,17,0.677,0.4779,25.77
SMP-INT-0007-350,ROI-INT-0007,INT-0007,350,11.678,10000,MediaPipe,COCO_17,17,0.5,0.5,26.08
SMP-INT-0004-350,ROI-INT-0004,INT-0004,350,11.678,3,MediaPipe,COCO_17,17,0.6755,0.4769,25.44
SMP-INT-0004-351,ROI-INT-0004,INT-0004,351,11.712,3,MediaPipe,COCO_17,17,0.7409,0.6537,28.14
SMP-INT-0004-352,ROI-INT-0004,INT-0004,352,11.745,3,MediaPipe,COCO_17,17,0.7002,0.6178,25.51
