video_name,method,threshold_percentage,frames_retained,reduction_percentage,continuity_score,average_motion_area
s_20.avi,Baseline,2.0%,17175,0.0,0.9999417758369723,1.0
s_20.avi,Baseline,5.0%,17175,0.0,0.9999417758369723,1.0
s_20.avi,Baseline,10.0%,17175,0.0,0.9999417758369723,1.0
s_20.avi,FrameDifference,0.0%,5592,67.4410480349345,0.9753218884120172,0.032763930529787044
s_20.avi,FrameDifference,0.5%,5592,67.4410480349345,0.9753218884120172,0.032763930529787044
s_20.avi,FrameDifference,1.0%,4181,75.65647743813683,0.9789524037311648,0.04131741107465315
s_20.avi,FrameDifference,2.0%,2813,83.62154294032024,0.9818698897973693,0.05447243483874473
s_20.avi,FrameDifference,5.0%,1111,93.53129548762736,0.963996399639964,0.08834565585464801
s_20.avi,FrameDifference,10.0%,269,98.43377001455605,0.9702602230483272,0.15350551247547492
s_20.avi,MOG2,0.0%,13212,23.074235807860262,0.9969724492885256,0.08237151174647626
s_20.avi,MOG2,0.5%,13212,23.074235807860262,0.9969724492885256,0.08237151174647626
s_20.avi,MOG2,1.0%,11357,33.87481804949054,0.9970943030729946,0.09461539920389882
s_20.avi,MOG2,2.0%,8968,47.78457059679767,0.9940900981266726,0.1158097951425667
s_20.avi,MOG2,5.0%,4480,73.9155749636099,0.9890625,0.20054238213433162
s_20.avi,MOG2,10.0%,2307,86.56768558951966,0.9839618552232337,0.32191917977592355
s_20.avi,KNN,0.0%,14951,12.949053857350801,0.9970570530399304,0.06828627081394138
s_20.avi,KNN,0.5%,14951,12.949053857350801,0.9970570530399304,0.06828627081394138
s_20.avi,KNN,1.0%,11717,31.778748180494905,0.9970128872578305,0.08510899229470115
s_20.avi,KNN,2.0%,9024,47.45851528384279,0.9947916666666666,0.10608040968201318
s_20.avi,KNN,5.0%,3994,76.74526928675401,0.9874812218327491,0.20085620672762605
s_20.avi,KNN,10.0%,1847,89.24599708879185,0.9853817000541418,0.35297224372386904
s_20.avi,GMM,0.0%,10765,37.3216885007278,0.9960984672549931,0.04341694536773625
s_20.avi,GMM,0.5%,10765,37.3216885007278,0.9960984672549931,0.04341694536773625
s_20.avi,GMM,1.0%,8740,49.11208151382824,0.9938215102974829,0.051716398726520785
s_20.avi,GMM,2.0%,5461,68.2037845705968,0.9891961179271196,0.07396489143662643
s_20.avi,GMM,5.0%,2143,87.52256186317322,0.9827344843677088,0.14025347890580464
s_20.avi,GMM,10.0%,876,94.8995633187773,0.978310502283105,0.24305455347658236
s_23.avi,Baseline,0.0%,7450,0.0,0.9998657718120806,1.0
s_23.avi,Baseline,0.5%,7450,0.0,0.9998657718120806,1.0
s_23.avi,Baseline,1.0%,7450,0.0,0.9998657718120806,1.0
s_23.avi,Baseline,2.0%,7450,0.0,0.9998657718120806,1.0
s_23.avi,Baseline,5.0%,7450,0.0,0.9998657718120806,1.0
s_23.avi,Baseline,10.0%,7450,0.0,0.9998657718120806,1.0
s_23.avi,FrameDifference,0.0%,7327,1.651006711409396,0.9994540739729767,0.07846320829531665
s_23.avi,FrameDifference,0.5%,7224,3.033557046979866,0.9977851605758582,0.0795257315934199
s_23.avi,FrameDifference,1.0%,7064,5.181208053691275,0.9987259343148358,0.08116012410889699
s_23.avi,FrameDifference,2.0%,6692,10.174496644295301,0.9976090854751942,0.08482919492156675
s_23.avi,FrameDifference,5.0%,5353,28.14765100671141,0.9886045208294414,0.09710167093262013
s_23.avi,FrameDifference,10.0%,2163,70.96644295302013,0.960702727693019,0.12814681576514095
s_23.avi,MOG2,0.0%,7450,0.0,0.9998657718120806,0.2284817488244664
s_23.avi,MOG2,0.5%,7450,0.0,0.9998657718120806,0.2284817488244664
s_23.avi,MOG2,1.0%,7450,0.0,0.9998657718120806,0.2284817488244664
s_23.avi,MOG2,2.0%,7450,0.0,0.9998657718120806,0.2284817488244664
s_23.avi,MOG2,5.0%,7450,0.0,0.9998657718120806,0.2284817488244664
s_23.avi,MOG2,10.0%,6511,12.604026845637584,0.9955459990784825,0.24992111188318897
s_23.avi,KNN,0.0%,7450,0.0,0.9998657718120806,0.2710451264603535
s_23.avi,KNN,0.5%,7450,0.0,0.9998657718120806,0.2710451264603535
s_23.avi,KNN,1.0%,7450,0.0,0.9998657718120806,0.2710451264603535
s_23.avi,KNN,2.0%,7450,0.0,0.9998657718120806,0.2710451264603535
s_23.avi,KNN,5.0%,7450,0.0,0.9998657718120806,0.2710451264603535
s_23.avi,KNN,10.0%,6810,8.590604026845638,0.9977973568281938,0.2885530824682524
s_23.avi,GMM,0.0%,7449,0.013422818791946307,0.9998657537924553,0.061874831674315435
s_23.avi,GMM,0.5%,7449,0.013422818791946307,0.9998657537924553,0.061874831674315435
s_23.avi,GMM,1.0%,7449,0.013422818791946307,0.9998657537924553,0.061874831674315435
s_23.avi,GMM,2.0%,6658,10.630872483221477,0.9966957044157405,0.06734762721920447
s_23.avi,GMM,5.0%,4116,44.75167785234899,0.9878522837706512,0.08707714266124218
s_23.avi,GMM,10.0%,906,87.83892617449665,0.9701986754966887,0.14894915615291063
s_24.avi,Baseline,0.0%,12850,0.0,0.9999221789883268,1.0
s_24.avi,Baseline,0.5%,12850,0.0,0.9999221789883268,1.0
s_24.avi,Baseline,1.0%,12850,0.0,0.9999221789883268,1.0
s_24.avi,Baseline,2.0%,12850,0.0,0.9999221789883268,1.0
s_24.avi,Baseline,5.0%,12850,0.0,0.9999221789883268,1.0
s_24.avi,Baseline,10.0%,12850,0.0,0.9999221789883268,1.0
s_24.avi,FrameDifference,0.0%,12847,0.023346303501945526,0.9998443216315093,0.08387462775632411
s_24.avi,FrameDifference,0.5%,12774,0.5914396887159533,0.9992954438703616,0.08432951610421793
s_24.avi,FrameDifference,1.0%,12454,3.0817120622568095,0.9984743857395214,0.08629600390083678
s_24.avi,FrameDifference,2.0%,11792,8.233463035019454,0.9975407055630936,0.09030633597780806
s_24.avi,FrameDifference,5.0%,9774,23.93774319066148,0.9920196439533456,0.10143152841999258
s_24.avi,FrameDifference,10.0%,4351,66.14007782101167,0.9731096299701218,0.1325965503708527
s_24.avi,MOG2,0.0%,12850,0.0,0.9999221789883268,0.2473657199119113
s_24.avi,MOG2,0.5%,12850,0.0,0.9999221789883268,0.2473657199119113
s_24.avi,MOG2,1.0%,12850,0.0,0.9999221789883268,0.2473657199119113
s_24.avi,MOG2,2.0%,12850,0.0,0.9999221789883268,0.2473657199119113
s_24.avi,MOG2,5.0%,12662,1.4630350194552528,0.9996051176749329,0.25046552181414095
s_24.avi,MOG2,10.0%,11500,10.505836575875486,0.9970434782608696,0.2677296355424722
s_24.avi,KNN,0.0%,12850,0.0,0.9999221789883268,0.2989539809710802
s_24.avi,KNN,0.5%,12850,0.0,0.9999221789883268,0.2989539809710802
s_24.avi,KNN,1.0%,12850,0.0,0.9999221789883268,0.2989539809710802
s_24.avi,KNN,2.0%,12850,0.0,0.9999221789883268,0.2989539809710802
s_24.avi,KNN,5.0%,12777,0.5680933852140078,0.9998434687328794,0.300409167191456
s_24.avi,KNN,10.0%,11743,8.6147859922179,0.9977859150131994,0.3196914090302536
s_24.avi,GMM,0.0%,12849,0.007782101167315175,0.9999221729317457,0.062446147729767594
s_24.avi,GMM,0.5%,12849,0.007782101167315175,0.9999221729317457,0.062446147729767594
s_24.avi,GMM,1.0%,12628,1.727626459143969,0.9993664871713652,0.06339996640420606
s_24.avi,GMM,2.0%,11764,8.45136186770428,0.9978748724923495,0.0669186182011005
s_24.avi,GMM,5.0%,7148,44.37354085603113,0.9874090654728596,0.08690881809888562
s_24.avi,GMM,10.0%,1754,86.35019455252917,0.9720638540478905,0.13814742201907107
1.mp4,Baseline,0.0%,599,0.0,0.998330550918197,1.0
1.mp4,Baseline,0.5%,599,0.0,0.998330550918197,1.0
1.mp4,Baseline,1.0%,599,0.0,0.998330550918197,1.0
1.mp4,Baseline,2.0%,599,0.0,0.998330550918197,1.0
1.mp4,Baseline,5.0%,599,0.0,0.998330550918197,1.0
1.mp4,Baseline,10.0%,599,0.0,0.998330550918197,1.0
1.mp4,FrameDifference,0.0%,113,81.13522537562604,0.5398230088495575,0.0823027286135693
1.mp4,FrameDifference,0.5%,113,81.13522537562604,0.5398230088495575,0.0823027286135693
1.mp4,FrameDifference,1.0%,113,81.13522537562604,0.5398230088495575,0.0823027286135693
1.mp4,FrameDifference,2.0%,113,81.13522537562604,0.5398230088495575,0.0823027286135693
1.mp4,FrameDifference,5.0%,66,88.98163606010017,0.7121212121212122,0.11531684027777779
1.mp4,FrameDifference,10.0%,30,94.99165275459099,0.7666666666666667,0.1621701388888889
1.mp4,MOG2,0.0%,599,0.0,0.998330550918197,0.23496876304257097
1.mp4,MOG2,0.5%,599,0.0,0.998330550918197,0.23496876304257097
1.mp4,MOG2,1.0%,599,0.0,0.998330550918197,0.23496876304257097
1.mp4,MOG2,2.0%,599,0.0,0.998330550918197,0.23496876304257097
1.mp4,MOG2,5.0%,595,0.667779632721202,0.9949579831932773,0.23635158438375356
1.mp4,MOG2,10.0%,458,23.53923205342237,0.9694323144104804,0.28070194042637076
1.mp4,KNN,0.0%,599,0.0,0.998330550918197,0.318120203232239
1.mp4,KNN,0.5%,599,0.0,0.998330550918197,0.318120203232239
1.mp4,KNN,1.0%,599,0.0,0.998330550918197,0.318120203232239
1.mp4,KNN,2.0%,599,0.0,0.998330550918197,0.318120203232239
1.mp4,KNN,5.0%,599,0.0,0.998330550918197,0.318120203232239
1.mp4,KNN,10.0%,599,0.0,0.998330550918197,0.318120203232239
1.mp4,GMM,0.0%,574,4.173622704507513,0.9965156794425087,0.13382321761275648
1.mp4,GMM,0.5%,574,4.173622704507513,0.9965156794425087,0.13382321761275648
1.mp4,GMM,1.0%,574,4.173622704507513,0.9965156794425087,0.13382321761275648
1.mp4,GMM,2.0%,574,4.173622704507513,0.9965156794425087,0.13382321761275648
1.mp4,GMM,5.0%,287,52.08681135225376,0.9930313588850174,0.23226267603077821
1.mp4,GMM,10.0%,125,79.13188647746243,0.968,0.425260763888889
10.mp4,Baseline,0.0%,241,0.0,0.995850622406639,1.0
10.mp4,Baseline,0.5%,241,0.0,0.995850622406639,1.0
10.mp4,Baseline,1.0%,241,0.0,0.995850622406639,1.0
10.mp4,Baseline,2.0%,241,0.0,0.995850622406639,1.0
10.mp4,Baseline,5.0%,241,0.0,0.995850622406639,1.0
10.mp4,Baseline,10.0%,241,0.0,0.995850622406639,1.0
10.mp4,FrameDifference,0.0%,240,0.4149377593360996,0.9958333333333333,0.1996097728587963
10.mp4,FrameDifference,0.5%,240,0.4149377593360996,0.9958333333333333,0.1996097728587963
10.mp4,FrameDifference,1.0%,240,0.4149377593360996,0.9958333333333333,0.1996097728587963
10.mp4,FrameDifference,2.0%,221,8.29875518672199,0.9728506787330317,0.21530412385306688
10.mp4,FrameDifference,5.0%,197,18.25726141078838,0.9543147208121827,0.23770698388148623
10.mp4,FrameDifference,10.0%,169,29.87551867219917,0.9230769230769231,0.2650075505424064
10.mp4,MOG2,0.0%,241,0.0,0.995850622406639,0.5554622080667931
10.mp4,MOG2,0.5%,241,0.0,0.995850622406639,0.5554622080667931
10.mp4,MOG2,1.0%,241,0.0,0.995850622406639,0.5554622080667931
10.mp4,MOG2,2.0%,241,0.0,0.995850622406639,0.5554622080667931
10.mp4,MOG2,5.0%,241,0.0,0.995850622406639,0.5554622080667931
10.mp4,MOG2,10.0%,241,0.0,0.995850622406639,0.5554622080667931
10.mp4,KNN,0.0%,241,0.0,0.995850622406639,0.7744824488891769
10.mp4,KNN,0.5%,241,0.0,0.995850622406639,0.7744824488891769
10.mp4,KNN,1.0%,241,0.0,0.995850622406639,0.7744824488891769
10.mp4,KNN,2.0%,241,0.0,0.995850622406639,0.7744824488891769
10.mp4,KNN,5.0%,241,0.0,0.995850622406639,0.7744824488891769
10.mp4,KNN,10.0%,241,0.0,0.995850622406639,0.7744824488891769
10.mp4,GMM,0.0%,240,0.4149377593360996,0.9958333333333333,0.07909034559461811
10.mp4,GMM,0.5%,240,0.4149377593360996,0.9958333333333333,0.07909034559461811
10.mp4,GMM,1.0%,240,0.4149377593360996,0.9958333333333333,0.07909034559461811
10.mp4,GMM,2.0%,203,15.767634854771783,0.9901477832512315,0.09034685875068424
10.mp4,GMM,5.0%,143,40.66390041493776,0.965034965034965,0.11226483585858588
10.mp4,GMM,10.0%,81,66.39004149377593,0.9506172839506173,0.14563441733110433
10_0.mp4,Baseline,0.0%,1100,0.0,0.9990909090909091,1.0
10_0.mp4,Baseline,0.5%,1100,0.0,0.9990909090909091,1.0
10_0.mp4,Baseline,1.0%,1100,0.0,0.9990909090909091,1.0
10_0.mp4,Baseline,2.0%,1100,0.0,0.9990909090909091,1.0
10_0.mp4,Baseline,5.0%,1100,0.0,0.9990909090909091,1.0
10_0.mp4,Baseline,10.0%,1100,0.0,0.9990909090909091,1.0
10_0.mp4,FrameDifference,0.0%,13,98.81818181818181,0.46153846153846156,0.08342548076923079
10_0.mp4,FrameDifference,0.5%,13,98.81818181818181,0.46153846153846156,0.08342548076923079
10_0.mp4,FrameDifference,1.0%,13,98.81818181818181,0.46153846153846156,0.08342548076923079
10_0.mp4,FrameDifference,2.0%,13,98.81818181818181,0.46153846153846156,0.08342548076923079
10_0.mp4,FrameDifference,5.0%,13,98.81818181818181,0.46153846153846156,0.08342548076923079
10_0.mp4,FrameDifference,10.0%,0,100.0,0.0,0.0
10_0.mp4,MOG2,0.0%,1040,5.454545454545454,0.9971153846153846,0.13228976362179476
10_0.mp4,MOG2,0.5%,1040,5.454545454545454,0.9971153846153846,0.13228976362179476
10_0.mp4,MOG2,1.0%,1040,5.454545454545454,0.9971153846153846,0.13228976362179476
10_0.mp4,MOG2,2.0%,1040,5.454545454545454,0.9971153846153846,0.13228976362179476
10_0.mp4,MOG2,5.0%,1040,5.454545454545454,0.9971153846153846,0.13228976362179476
10_0.mp4,MOG2,10.0%,765,30.454545454545457,0.9856209150326798,0.14841573052832244
10_0.mp4,KNN,0.0%,1100,0.0,0.9990909090909091,0.1674398674242427
10_0.mp4,KNN,0.5%,1100,0.0,0.9990909090909091,0.1674398674242427
10_0.mp4,KNN,1.0%,1100,0.0,0.9990909090909091,0.1674398674242427
10_0.mp4,KNN,2.0%,1100,0.0,0.9990909090909091,0.1674398674242427
10_0.mp4,KNN,5.0%,1100,0.0,0.9990909090909091,0.1674398674242427
10_0.mp4,KNN,10.0%,1031,6.2727272727272725,0.9961202715809894,0.17279901188166846
10_0.mp4,GMM,0.0%,339,69.18181818181817,0.9823008849557522,0.0900043786873156
10_0.mp4,GMM,0.5%,339,69.18181818181817,0.9823008849557522,0.0900043786873156
10_0.mp4,GMM,1.0%,339,69.18181818181817,0.9823008849557522,0.0900043786873156
10_0.mp4,GMM,2.0%,339,69.18181818181817,0.9823008849557522,0.0900043786873156
10_0.mp4,GMM,5.0%,339,69.18181818181817,0.9823008849557522,0.0900043786873156
10_0.mp4,GMM,10.0%,59,94.63636363636364,0.8983050847457628,0.10840969279661015
11.mp4,Baseline,0.0%,181,0.0,0.994475138121547,1.0
11.mp4,Baseline,0.5%,181,0.0,0.994475138121547,1.0
11.mp4,Baseline,1.0%,181,0.0,0.994475138121547,1.0
11.mp4,Baseline,2.0%,181,0.0,0.994475138121547,1.0
11.mp4,Baseline,5.0%,181,0.0,0.994475138121547,1.0
11.mp4,Baseline,10.0%,181,0.0,0.994475138121547,1.0
11.mp4,FrameDifference,0.0%,180,0.5524861878453038,0.9944444444444445,0.19203131028163578
11.mp4,FrameDifference,0.5%,180,0.5524861878453038,0.9944444444444445,0.19203131028163578
11.mp4,FrameDifference,1.0%,180,0.5524861878453038,0.9944444444444445,0.19203131028163578
11.mp4,FrameDifference,2.0%,179,1.1049723756906076,0.9888268156424581,0.19303058683465235
11.mp4,FrameDifference,5.0%,173,4.41988950276243,0.976878612716763,0.19841408633389532
11.mp4,FrameDifference,10.0%,151,16.574585635359114,0.9205298013245033,0.21600550726637233
11.mp4,MOG2,0.0%,181,0.0,0.994475138121547,0.44554139569904844
11.mp4,MOG2,0.5%,181,0.0,0.994475138121547,0.44554139569904844
11.mp4,MOG2,1.0%,181,0.0,0.994475138121547,0.44554139569904844
11.mp4,MOG2,2.0%,181,0.0,0.994475138121547,0.44554139569904844
11.mp4,MOG2,5.0%,181,0.0,0.994475138121547,0.44554139569904844
11.mp4,MOG2,10.0%,181,0.0,0.994475138121547,0.44554139569904844
11.mp4,KNN,0.0%,181,0.0,0.994475138121547,0.6716632795714396
11.mp4,KNN,0.5%,181,0.0,0.994475138121547,0.6716632795714396
11.mp4,KNN,1.0%,181,0.0,0.994475138121547,0.6716632795714396
11.mp4,KNN,2.0%,181,0.0,0.994475138121547,0.6716632795714396
11.mp4,KNN,5.0%,181,0.0,0.994475138121547,0.6716632795714396
11.mp4,KNN,10.0%,181,0.0,0.994475138121547,0.6716632795714396
11.mp4,GMM,0.0%,180,0.5524861878453038,0.9944444444444445,0.09623155984760803
11.mp4,GMM,0.5%,180,0.5524861878453038,0.9944444444444445,0.09623155984760803
11.mp4,GMM,1.0%,180,0.5524861878453038,0.9944444444444445,0.09623155984760803
11.mp4,GMM,2.0%,179,1.1049723756906076,0.994413407821229,0.09665932577785538
