video_name,cpu_percent,ram_used_mb,ram_total_mb,ram_percent,gpu_mem_mb,gpu_percent
1.mp4,16.9,1263.2,16106.6,80.3,55.1,0.7
10.mp4,14.7,1397.3,16106.6,80.9,77.9,1.0
10_0.mp4,13.8,1382.2,16106.6,79.8,56.4,0.7
11.mp4,14.2,1520.9,16106.6,80.6,79.2,1.0
11_0.mp4,15.8,1493.2,16106.6,80.5,102.8,1.3
