video_name,total_runtime_sec,total_frames,processed_frames,overall_fps,avg_latency_per_frame_ms
1.mp4,26.76,615,463,17.3,57.8
10.mp4,24.34,378,241,9.9,100.99
10_0.mp4,104.19,1100,1002,9.62,103.98
11.mp4,17.71,262,175,9.88,101.22
11_0.mp4,7.04,106,103,14.64,68.31
